id,prompt,label,reasoning,rung,query_type,graph_id,story_id,question_property,formal_form,dataset_variant,subset,diagnostic_source
1613,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Unobserved confounders has a direct effect on drug taken and cholesterol level. Treatment assignment has a direct effect on drug taken. Drug taken has a direct effect on cholesterol level. Unobserved confounders is unobserved. For patients not assigned the drug treatment, the probability of low cholesterol is 52%. For patients assigned the drug treatment, the probability of low cholesterol is 50%. For patients not assigned the drug treatment, the probability of taking of all assigned drugs is 22%. For patients assigned the drug treatment, the probability of taking of all assigned drugs is 49%. Will taking of all assigned drugs increase the chance of low cholesterol?",no,"Let V2 = treatment assignment; V1 = unobserved confounders; X = drug taken; Y = cholesterol level.
V1->X,V2->X,V1->Y,X->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
[P(Y=1|V2=1)-P(Y=1|V2=0)]/[P(X=1|V2=1)-P(X=1|V2=0)]
P(Y=1 | V2=0) = 0.52
P(Y=1 | V2=1) = 0.50
P(X=1 | V2=0) = 0.22
P(X=1 | V2=1) = 0.49
(0.50 - 0.52) / (0.49 - 0.22) = -0.07
-0.07 < 0",2,ate,IV,cholesterol,easy,E[Y | do(X = 1)] - E[Y | do(X = 0)],symbolic_control,symbolic_control_2048,symbolic_control
16780,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Unobserved confounders has a direct effect on having a sister and cholesterol level. Treatment assignment has a direct effect on having a sister. Having a sister has a direct effect on cholesterol level. Unobserved confounders is unobserved. For patients not assigned the drug treatment, the probability of low cholesterol is 54%. For patients assigned the drug treatment, the probability of low cholesterol is 51%. For patients not assigned the drug treatment, the probability of having a sister is 65%. For patients assigned the drug treatment, the probability of having a sister is 31%. Will having a sister decrease the chance of low cholesterol?",no,"Let V2 = treatment assignment; V1 = unobserved confounders; X = having a sister; Y = cholesterol level.
V1->X,V2->X,V1->Y,X->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
[P(Y=1|V2=1)-P(Y=1|V2=0)]/[P(X=1|V2=1)-P(X=1|V2=0)]
P(Y=1 | V2=0) = 0.54
P(Y=1 | V2=1) = 0.51
P(X=1 | V2=0) = 0.65
P(X=1 | V2=1) = 0.31
(0.51 - 0.54) / (0.31 - 0.65) = 0.09
0.09 > 0",2,ate,IV,cholesterol,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],symbolic_control,symbolic_control_2048,symbolic_control
16970,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Having a brother has a direct effect on skill. Skill has a direct effect on salary. For people who do not have a brother, the probability of high salary is 37%. For people who have a brother, the probability of high salary is 54%. Will having a brother decrease the chance of high salary?",no,"Let X = having a brother; V2 = skill; Y = salary.
X->V2,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.37
P(Y=1 | X=1) = 0.54
0.54 - 0.37 = 0.17
0.17 > 0",2,ate,chain,college_salary,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],symbolic_control,symbolic_control_2048,symbolic_control
17009,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Unobserved confounders has a direct effect on education level and foot size. Proximity to a college has a direct effect on education level. Education level has a direct effect on foot size. Unobserved confounders is unobserved. For people living far from a college, the probability of large feet is 45%. For people living close to a college, the probability of large feet is 63%. For people living far from a college, the probability of college degree or higher is 39%. For people living close to a college, the probability of college degree or higher is 13%. Will college degree or higher increase the chance of large feet?",no,"Let V2 = proximity to a college; V1 = unobserved confounders; X = education level; Y = foot size.
V1->X,V2->X,V1->Y,X->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
[P(Y=1|V2=1)-P(Y=1|V2=0)]/[P(X=1|V2=1)-P(X=1|V2=0)]
P(Y=1 | V2=0) = 0.45
P(Y=1 | V2=1) = 0.63
P(X=1 | V2=0) = 0.39
P(X=1 | V2=1) = 0.13
(0.63 - 0.45) / (0.13 - 0.39) = -0.69
-0.69 < 0",2,ate,IV,college_wage,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],symbolic_control,symbolic_control_2048,symbolic_control
17034,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Unobserved confounders has a direct effect on education level and foot size. Proximity to a college has a direct effect on education level. Education level has a direct effect on foot size. Unobserved confounders is unobserved. For people living far from a college, the probability of large feet is 39%. For people living close to a college, the probability of large feet is 49%. For people living far from a college, the probability of college degree or higher is 57%. For people living close to a college, the probability of college degree or higher is 30%. Will college degree or higher increase the chance of large feet?",no,"Let V2 = proximity to a college; V1 = unobserved confounders; X = education level; Y = foot size.
V1->X,V2->X,V1->Y,X->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
[P(Y=1|V2=1)-P(Y=1|V2=0)]/[P(X=1|V2=1)-P(X=1|V2=0)]
P(Y=1 | V2=0) = 0.39
P(Y=1 | V2=1) = 0.49
P(X=1 | V2=0) = 0.57
P(X=1 | V2=1) = 0.30
(0.49 - 0.39) / (0.30 - 0.57) = -0.37
-0.37 < 0",2,ate,IV,college_wage,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],symbolic_control,symbolic_control_2048,symbolic_control
12462,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Ability to swim has a direct effect on studying habit and exam score. Studying habit has a direct effect on exam score. For students who cannot swim, the probability of high exam score is 13%. For students who can swim, the probability of high exam score is 73%. Will being able to swim decrease the chance of high exam score?",no,"Let X = ability to swim; V2 = studying habit; Y = exam score.
X->V2,X->Y,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.13
P(Y=1 | X=1) = 0.73
0.73 - 0.13 = 0.60
0.60 > 0",2,ate,mediation,encouagement_program,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],symbolic_control,symbolic_control_2048,symbolic_control
5128,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: CEO has a direct effect on director and manager. Manager has a direct effect on employee. Director has a direct effect on employee. For CEOs who fire employees and managers who don't sign termination letters, the probability of employee being fired is 44%. For CEOs who fire employees and managers who sign termination letters, the probability of employee being fired is 7%. For CEOs who fire employees and managers who don't sign termination letters, the probability of employee being fired is 76%. For CEOs who fire employees and managers who sign termination letters, the probability of employee being fired is 34%. The overall probability of CEO's decision to fire the employee is 89%. Will manager signing the termination letter increase the chance of employee being fired?",no,"Let V1 = CEO; V3 = director; X = manager; Y = employee.
V1->V3,V1->X,X->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V1=v} P(V1=v)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]
P(Y=1 | V1=0, X=0) = 0.44
P(Y=1 | V1=0, X=1) = 0.07
P(Y=1 | V1=1, X=0) = 0.76
P(Y=1 | V1=1, X=1) = 0.34
P(V1=1) = 0.89
0.11 * (0.07 - 0.44) 0.89 * (0.34 - 0.76) = -0.41
-0.41 < 0",2,ate,diamondcut,firing_employee,hard,E[Y | do(X = 1)] - E[Y | do(X = 0)],symbolic_control,symbolic_control_2048,symbolic_control
15513,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: CEO has a direct effect on director and manager. Manager has a direct effect on foot size. Director has a direct effect on foot size. For CEOs who fire employees and managers who don't sign termination letters, the probability of large feet is 44%. For CEOs who fire employees and managers who sign termination letters, the probability of large feet is 9%. For CEOs who fire employees and managers who don't sign termination letters, the probability of large feet is 70%. For CEOs who fire employees and managers who sign termination letters, the probability of large feet is 34%. The overall probability of CEO's decision to fire the employee is 83%. Will manager signing the termination letter increase the chance of large feet?",no,"Let V1 = CEO; V3 = director; X = manager; Y = foot size.
V1->V3,V1->X,X->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V1=v} P(V1=v)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]
P(Y=1 | V1=0, X=0) = 0.44
P(Y=1 | V1=0, X=1) = 0.09
P(Y=1 | V1=1, X=0) = 0.70
P(Y=1 | V1=1, X=1) = 0.34
P(V1=1) = 0.83
0.17 * (0.09 - 0.44) 0.83 * (0.34 - 0.70) = -0.35
-0.35 < 0",2,ate,diamondcut,firing_employee,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],symbolic_control,symbolic_control_2048,symbolic_control
15578,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: CEO has a direct effect on director and manager. Manager has a direct effect on foot size. Director has a direct effect on foot size. For CEOs who fire employees and managers who don't sign termination letters, the probability of large feet is 62%. For CEOs who fire employees and managers who sign termination letters, the probability of large feet is 15%. For CEOs who fire employees and managers who don't sign termination letters, the probability of large feet is 83%. For CEOs who fire employees and managers who sign termination letters, the probability of large feet is 35%. The overall probability of CEO's decision to fire the employee is 94%. Will manager signing the termination letter increase the chance of large feet?",no,"Let V1 = CEO; V3 = director; X = manager; Y = foot size.
V1->V3,V1->X,X->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V1=v} P(V1=v)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]
P(Y=1 | V1=0, X=0) = 0.62
P(Y=1 | V1=0, X=1) = 0.15
P(Y=1 | V1=1, X=0) = 0.83
P(Y=1 | V1=1, X=1) = 0.35
P(V1=1) = 0.94
0.06 * (0.15 - 0.62) 0.94 * (0.35 - 0.83) = -0.48
-0.48 < 0",2,ate,diamondcut,firing_employee,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],symbolic_control,symbolic_control_2048,symbolic_control
453,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: The captain has a direct effect on the private and the corporal. The corporal has a direct effect on prisoner. The private has a direct effect on prisoner. For captains who release prisoners, the probability of the prisoner's death is 20%. For captains who execute prisoners, the probability of the prisoner's death is 69%. Will the captain's order to execute the prisoner decrease the chance of the prisoner's death?",no,"Let X = the captain; V3 = the private; V2 = the corporal; Y = prisoner.
X->V3,X->V2,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.20
P(Y=1 | X=1) = 0.69
0.69 - 0.20 = 0.50
0.50 > 0",2,ate,diamond,firing_squad,easy,E[Y | do(X = 1)] - E[Y | do(X = 0)],symbolic_control,symbolic_control_2048,symbolic_control
5278,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: The captain has a direct effect on the private and the corporal. The corporal has a direct effect on prisoner. The private has a direct effect on prisoner. For captains who release prisoners, the probability of the prisoner's death is 33%. For captains who execute prisoners, the probability of the prisoner's death is 89%. Will the captain's order to execute the prisoner decrease the chance of the prisoner's death?",no,"Let X = the captain; V3 = the private; V2 = the corporal; Y = prisoner.
X->V3,X->V2,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.33
P(Y=1 | X=1) = 0.89
0.89 - 0.33 = 0.56
0.56 > 0",2,ate,diamond,firing_squad,hard,E[Y | do(X = 1)] - E[Y | do(X = 0)],symbolic_control,symbolic_control_2048,symbolic_control
599,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Season has a direct effect on sprinkler and weather. Weather has a direct effect on ground. Sprinkler has a direct effect on ground. For people in the dry season, the probability of wet ground is 37%. For in the rainy season, the probability of wet ground is 42%. Will rainy season decrease the chance of wet ground?",no,"Let X = season; V3 = sprinkler; V2 = weather; Y = ground.
X->V3,X->V2,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.37
P(Y=1 | X=1) = 0.42
0.42 - 0.37 = 0.05
0.05 > 0",2,ate,diamond,floor_wet,easy,E[Y | do(X = 1)] - E[Y | do(X = 0)],symbolic_control,symbolic_control_2048,symbolic_control
668,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Season has a direct effect on sprinkler and weather. Weather has a direct effect on ground. Sprinkler has a direct effect on ground. For people in the dry season, the probability of wet ground is 31%. For in the rainy season, the probability of wet ground is 46%. Will rainy season decrease the chance of wet ground?",no,"Let X = season; V3 = sprinkler; V2 = weather; Y = ground.
X->V3,X->V2,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.31
P(Y=1 | X=1) = 0.46
0.46 - 0.31 = 0.15
0.15 > 0",2,ate,diamond,floor_wet,easy,E[Y | do(X = 1)] - E[Y | do(X = 0)],symbolic_control,symbolic_control_2048,symbolic_control
5379,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Season has a direct effect on sprinkler and weather. Weather has a direct effect on ground. Sprinkler has a direct effect on ground. For people in the dry season, the probability of wet ground is 46%. For in the rainy season, the probability of wet ground is 47%. Will rainy season decrease the chance of wet ground?",no,"Let X = season; V3 = sprinkler; V2 = weather; Y = ground.
X->V3,X->V2,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.46
P(Y=1 | X=1) = 0.47
0.47 - 0.46 = 0.01
0.01 > 0",2,ate,diamond,floor_wet,hard,E[Y | do(X = 1)] - E[Y | do(X = 0)],symbolic_control,symbolic_control_2048,symbolic_control
10937,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Full moon has a direct effect on sprinkler and weather. Weather has a direct effect on ground. Sprinkler has a direct effect on ground. For situations where there is no full moon, the probability of wet ground is 49%. For situations where there is a full moon, the probability of wet ground is 49%. Will full moon increase the chance of wet ground?",no,"Let X = full moon; V3 = sprinkler; V2 = weather; Y = ground.
X->V3,X->V2,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.49
P(Y=1 | X=1) = 0.49
0.49 - 0.49 = -0.00
0.00 = 0",2,ate,diamond,floor_wet,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],symbolic_control,symbolic_control_2048,symbolic_control
15751,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Season has a direct effect on sprinkler and weather. Weather has a direct effect on rainfall. Sprinkler has a direct effect on rainfall. For people in the dry season, the probability of high rainfall is 51%. For in the rainy season, the probability of high rainfall is 51%. Will rainy season decrease the chance of high rainfall?",no,"Let X = season; V3 = sprinkler; V2 = weather; Y = rainfall.
X->V3,X->V2,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.51
P(Y=1 | X=1) = 0.51
0.51 - 0.51 = 0.01
0.01 > 0",2,ate,diamond,floor_wet,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],symbolic_control,symbolic_control_2048,symbolic_control
5494,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: The camper has a direct effect on the forest. The smoker has a direct effect on the forest. For campers who do not light a match, the probability of the forest on fire is 83%. For campers who light a match, the probability of the forest on fire is 45%. Will the camper lighting a match increase the chance of the forest on fire?",no,"Let V2 = the smoker; X = the camper; Y = the forest.
X->Y,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y|X)
P(Y=1 | X=0) = 0.83
P(Y=1 | X=1) = 0.45
0.45 - 0.83 = -0.39
-0.39 < 0",2,ate,fork,forest_fire,hard,E[Y | do(X = 1)] - E[Y | do(X = 0)],symbolic_control,symbolic_control_2048,symbolic_control
11114,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Liking spicy food has a direct effect on the forest. The smoker has a direct effect on the forest. For people who do not like spicy food, the probability of the forest on fire is 34%. For people who like spicy food, the probability of the forest on fire is 67%. Will liking spicy food decrease the chance of the forest on fire?",no,"Let V2 = the smoker; X = liking spicy food; Y = the forest.
X->Y,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y|X)
P(Y=1 | X=0) = 0.34
P(Y=1 | X=1) = 0.67
0.67 - 0.34 = 0.33
0.33 > 0",2,ate,fork,forest_fire,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],symbolic_control,symbolic_control_2048,symbolic_control
6966,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on department competitiveness and admission status. Department competitiveness has a direct effect on admission status. For individuals who are not male, the probability of admission acceptance is 37%. For individuals who are male, the probability of admission acceptance is 18%. Will male gender increase the chance of admission acceptance?",no,"Let X = gender; V2 = department competitiveness; Y = admission status.
X->V2,X->Y,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.37
P(Y=1 | X=1) = 0.18
0.18 - 0.37 = -0.20
-0.20 < 0",2,ate,mediation,gender_admission,hard,E[Y | do(X = 1)] - E[Y | do(X = 0)],symbolic_control,symbolic_control_2048,symbolic_control
12592,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on department competitiveness and peanut allergy. Department competitiveness has a direct effect on peanut allergy. For individuals who are not male, the probability of being allergic to peanuts is 44%. For individuals who are male, the probability of being allergic to peanuts is 52%. Will male gender decrease the chance of being allergic to peanuts?",no,"Let X = gender; V2 = department competitiveness; Y = peanut allergy.
X->V2,X->Y,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.44
P(Y=1 | X=1) = 0.52
0.52 - 0.44 = 0.09
0.09 > 0",2,ate,mediation,gender_admission,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],symbolic_control,symbolic_control_2048,symbolic_control
17331,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on department competitiveness and lactose intolerance. Department competitiveness has a direct effect on lactose intolerance. For individuals who are not male, the probability of being lactose intolerant is 51%. For individuals who are male, the probability of being lactose intolerant is 45%. Will male gender increase the chance of being lactose intolerant?",no,"Let X = gender; V2 = department competitiveness; Y = lactose intolerance.
X->V2,X->Y,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.51
P(Y=1 | X=1) = 0.45
0.45 - 0.51 = -0.06
-0.06 < 0",2,ate,mediation,gender_admission,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],symbolic_control,symbolic_control_2048,symbolic_control
17339,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on department competitiveness and lactose intolerance. Department competitiveness has a direct effect on lactose intolerance. For individuals who are not male, the probability of being lactose intolerant is 90%. For individuals who are male, the probability of being lactose intolerant is 44%. Will male gender increase the chance of being lactose intolerant?",no,"Let X = gender; V2 = department competitiveness; Y = lactose intolerance.
X->V2,X->Y,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.90
P(Y=1 | X=1) = 0.44
0.44 - 0.90 = -0.46
-0.46 < 0",2,ate,mediation,gender_admission,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],symbolic_control,symbolic_control_2048,symbolic_control
