id,prompt,label,reasoning,rung,query_type,graph_id,story_id,question_property,formal_form,dataset_variant,subset,diagnostic_source
15915,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Ability to speak english has a direct effect on the forest. The smoker has a direct effect on the forest. For people who do not speak english, the probability of the forest on fire is 79%. For people who speak english, the probability of the forest on fire is 44%. Will speaking english increase the chance of the forest on fire?",no,"Let V2 = the smoker; X = ability to speak english; Y = the forest.
X->Y,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y|X)
P(Y=1 | X=0) = 0.79
P(Y=1 | X=1) = 0.44
0.44 - 0.79 = -0.35
-0.35 < 0",2,ate,fork,forest_fire,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main,formal,main
2435,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on department competitiveness and admission status. Residency status has a direct effect on department competitiveness and admission status. Department competitiveness has a direct effect on admission status. Residency status is unobserved. For individuals who are not male, the probability of admission acceptance is 74%. For individuals who are male, the probability of admission acceptance is 72%. Will male gender increase the chance of admission acceptance?",no,"Let V2 = residency status; X = gender; V3 = department competitiveness; Y = admission status.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.74
P(Y=1 | X=1) = 0.72
0.72 - 0.74 = -0.02
-0.02 < 0",2,ate,arrowhead,gender_admission_state,easy,E[Y | do(X = 1)] - E[Y | do(X = 0)],main,formal,main
13013,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Having visited England has a direct effect on occupation and salary. Skill has a direct effect on occupation and salary. Occupation has a direct effect on salary. Skill is unobserved. For individuals who have not visited England, the probability of high salary is 31%. For individuals who have visited England, the probability of high salary is 65%. Will having visited England decrease the chance of high salary?",no,"Let V2 = skill; X = having visited England; V3 = occupation; Y = salary.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.31
P(Y=1 | X=1) = 0.65
0.65 - 0.31 = 0.34
0.34 > 0",2,ate,arrowhead,gender_pay,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main,formal,main
17723,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Liking spicy food has a direct effect on occupation and salary. Skill has a direct effect on occupation and salary. Occupation has a direct effect on salary. Skill is unobserved. For individuals who do not like spicy food, the probability of high salary is 44%. For individuals who like spicy food, the probability of high salary is 29%. Will liking spicy food increase the chance of high salary?",no,"Let V2 = skill; X = liking spicy food; V3 = occupation; Y = salary.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.44
P(Y=1 | X=1) = 0.29
0.29 - 0.44 = -0.15
-0.15 < 0",2,ate,arrowhead,gender_pay,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main,formal,main
792,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Alice waking up has a direct effect on Alice arriving to school. Traffic has a direct effect on Alice arriving to school. For days when Alice wakes up on time, the probability of arriving to school on time is 88%. For days when Alice wakes up late, the probability of arriving to school on time is 35%. Will waking up late increase the chance of arriving to school on time?",no,"Let V2 = traffic; X = Alice waking up; Y = Alice arriving to school.
X->Y,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y|X)
P(Y=1 | X=0) = 0.88
P(Y=1 | X=1) = 0.35
0.35 - 0.88 = -0.52
-0.52 < 0",2,ate,fork,getting_late,easy,E[Y | do(X = 1)] - E[Y | do(X = 0)],main,formal,main
21244,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Kwox has a direct effect on swoq. Swoq has a direct effect on kwoz. For those who are not kwox, the probability of kwoz is 93%. For those who are kwox, the probability of kwoz is 89%. Will kwox increase the chance of kwoz?",no,"Let X = kwox; V2 = swoq; Y = kwoz.
X->V2,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.93
P(Y=1 | X=1) = 0.89
0.89 - 0.93 = -0.04
-0.04 < 0",2,ate,chain,nonsense1,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main,formal,main
21666,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Kwox has a direct effect on kwoz. Swoq has a direct effect on kwoz. For those who are not kwox, the probability of kwoz is 35%. For those who are kwox, the probability of kwoz is 80%. Will kwox decrease the chance of kwoz?",no,"Let V2 = swoq; X = kwox; Y = kwoz.
X->Y,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y|X)
P(Y=1 | X=0) = 0.35
P(Y=1 | X=1) = 0.80
0.80 - 0.35 = 0.46
0.46 > 0",2,ate,fork,nonsense1,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main,formal,main
21676,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Kwox has a direct effect on kwoz. Swoq has a direct effect on kwoz. For those who are not kwox, the probability of kwoz is 93%. For those who are kwox, the probability of kwoz is 78%. Will kwox increase the chance of kwoz?",no,"Let V2 = swoq; X = kwox; Y = kwoz.
X->Y,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y|X)
P(Y=1 | X=0) = 0.93
P(Y=1 | X=1) = 0.78
0.78 - 0.93 = -0.14
-0.14 < 0",2,ate,fork,nonsense1,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main,formal,main
21889,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Tijw has a direct effect on xevo and gyzp. Xevo has a direct effect on tijv. Tijv has a direct effect on gyzp. Tijw is unobserved. For those who are not xevo, the probability of tijv is 4%. For those who are xevo, the probability of tijv is 38%. For those who are not xevo and are not tijv, the probability of gyzp is 55%. For those who are not xevo and are tijv, the probability of gyzp is 17%. For those who are xevo and are not tijv, the probability of gyzp is 35%. For those who are xevo and are tijv, the probability of gyzp is 15%. The overall probability of xevo is 18%. Will xevo increase the chance of gyzp?",no,"Let V1 = tijw; X = xevo; V3 = tijv; Y = gyzp.
V1->X,X->V3,V1->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V3 = v} [P(V3 = v|X = 1) - P(V3 = v|X = 0)] * [\sum_{X = h} P(Y = 1|X = h,V3 = v)*P(X = h)]
P(V3=1 | X=0) = 0.04
P(V3=1 | X=1) = 0.38
P(Y=1 | X=0, V3=0) = 0.55
P(Y=1 | X=0, V3=1) = 0.17
P(Y=1 | X=1, V3=0) = 0.35
P(Y=1 | X=1, V3=1) = 0.15
P(X=1) = 0.18
(0.38 - 0.04)* (0.15 * 0.18) + (0.62 - 0.96) * (0.17 * 0.82) = -0.12
-0.12 < 0",2,ate,frontdoor,nonsense2,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main,formal,main
26729,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Cwoi has a direct effect on yomx and xevu. Gwet has a direct effect on yomx. Yomx has a direct effect on xevu. Cwoi is unobserved. For those who are not gwet, the probability of xevu is 39%. For those who are gwet, the probability of xevu is 47%. For those who are not gwet, the probability of yomx is 77%. For those who are gwet, the probability of yomx is 55%. Will yomx increase the chance of xevu?",no,"Let V2 = gwet; V1 = cwoi; X = yomx; Y = xevu.
V1->X,V2->X,V1->Y,X->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
[P(Y=1|V2=1)-P(Y=1|V2=0)]/[P(X=1|V2=1)-P(X=1|V2=0)]
P(Y=1 | V2=0) = 0.39
P(Y=1 | V2=1) = 0.47
P(X=1 | V2=0) = 0.77
P(X=1 | V2=1) = 0.55
(0.47 - 0.39) / (0.55 - 0.77) = -0.34
-0.34 < 0",2,ate,IV,nonsense3,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main,formal,main
22947,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Hwax has a direct effect on gyzp and jyka. Jyka has a direct effect on lirg. Gyzp has a direct effect on lirg. For those who are not hwax and are not jyka, the probability of lirg is 33%. For those who are not hwax and are jyka, the probability of lirg is 79%. For those who are hwax and are not jyka, the probability of lirg is 37%. For those who are hwax and are jyka, the probability of lirg is 76%. The overall probability of hwax is 22%. Will jyka decrease the chance of lirg?",no,"Let V1 = hwax; V3 = gyzp; X = jyka; Y = lirg.
V1->V3,V1->X,X->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V1=v} P(V1=v)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]
P(Y=1 | V1=0, X=0) = 0.33
P(Y=1 | V1=0, X=1) = 0.79
P(Y=1 | V1=1, X=0) = 0.37
P(Y=1 | V1=1, X=1) = 0.76
P(V1=1) = 0.22
0.78 * (0.79 - 0.33) 0.22 * (0.76 - 0.37) = 0.44
0.44 > 0",2,ate,diamondcut,nonsense4,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main,formal,main
27182,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Jyka has a direct effect on hwax and lirg. Gyzp has a direct effect on hwax and lirg. Hwax has a direct effect on lirg. Gyzp is unobserved. For those who are not jyka, the probability of lirg is 21%. For those who are jyka, the probability of lirg is 51%. Will jyka decrease the chance of lirg?",no,"Let V2 = gyzp; X = jyka; V3 = hwax; Y = lirg.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.21
P(Y=1 | X=1) = 0.51
0.51 - 0.21 = 0.30
0.30 > 0",2,ate,arrowhead,nonsense4,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main,formal,main
23399,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Yupt has a direct effect on qwiu and jyka. Jyka has a direct effect on kwox. Qwiu has a direct effect on kwox. For those who are not yu'detpt and are not jyka, the probability of kwox is 70%. For those who are not yu'detpt and are jyka, the probability of kwox is 45%. For those who are yupt and are not jyka, the probability of kwox is 73%. For those who are yupt and are jyka, the probability of kwox is 45%. The overall probability of yupt is 82%. Will jyka increase the chance of kwox?",no,"Let V1 = yupt; V3 = qwiu; X = jyka; Y = kwox.
V1->V3,V1->X,X->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V1=v} P(V1=v)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]
P(Y=1 | V1=0, X=0) = 0.70
P(Y=1 | V1=0, X=1) = 0.45
P(Y=1 | V1=1, X=0) = 0.73
P(Y=1 | V1=1, X=1) = 0.45
P(V1=1) = 0.82
0.18 * (0.45 - 0.70) 0.82 * (0.45 - 0.73) = -0.27
-0.27 < 0",2,ate,diamondcut,nonsense5,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main,formal,main
23628,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Xyfo has a direct effect on yupt and muvq. Yupt has a direct effect on zupj. Zupj has a direct effect on muvq. Xyfo is unobserved. For those who are not yupt, the probability of zupj is 68%. For those who are yupt, the probability of zupj is 11%. For those who are not yupt and are not zupj, the probability of muvq is 30%. For those who are not yupt and are zupj, the probability of muvq is 37%. For those who are yupt and are not zupj, the probability of muvq is 43%. For those who are yupt and are zupj, the probability of muvq is 35%. The overall probability of yupt is 28%. Will yupt increase the chance of muvq?",no,"Let V1 = xyfo; X = yupt; V3 = zupj; Y = muvq.
V1->X,X->V3,V1->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V3 = v} [P(V3 = v|X = 1) - P(V3 = v|X = 0)] * [\sum_{X = h} P(Y = 1|X = h,V3 = v)*P(X = h)]
P(V3=1 | X=0) = 0.68
P(V3=1 | X=1) = 0.11
P(Y=1 | X=0, V3=0) = 0.30
P(Y=1 | X=0, V3=1) = 0.37
P(Y=1 | X=1, V3=0) = 0.43
P(Y=1 | X=1, V3=1) = 0.35
P(X=1) = 0.28
(0.11 - 0.68)* (0.35 * 0.28) + (0.89 - 0.32) * (0.37 * 0.72) = -0.02
-0.02 < 0",2,ate,frontdoor,nonsense6,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main,formal,main
27812,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Yupt has a direct effect on zupj. Zupj has a direct effect on muvq. For those who are not yupt, the probability of muvq is 25%. For those who are yupt, the probability of muvq is 25%. Will yupt increase the chance of muvq?",no,"Let X = yupt; V2 = zupj; Y = muvq.
X->V2,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.25
P(Y=1 | X=1) = 0.25
0.25 - 0.25 = -0.00
0.00 = 0",2,ate,chain,nonsense6,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main,formal,main
27882,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zupj has a direct effect on yupt and muvq. Yupt has a direct effect on muvq. For those who are not zupj and are not yupt, the probability of muvq is 4%. For those who are not zupj and are yupt, the probability of muvq is 42%. For those who are zupj and are not yupt, the probability of muvq is 13%. For those who are zupj and are yupt, the probability of muvq is 76%. The overall probability of zupj is 28%. Will yupt decrease the chance of muvq?",no,"Let V1 = zupj; X = yupt; Y = muvq.
V1->X,V1->Y,X->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V1=v} P(V1=v)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]
P(Y=1 | V1=0, X=0) = 0.04
P(Y=1 | V1=0, X=1) = 0.42
P(Y=1 | V1=1, X=0) = 0.13
P(Y=1 | V1=1, X=1) = 0.76
P(V1=1) = 0.28
0.72 * (0.42 - 0.04) + 0.28 * (0.76 - 0.13) = 0.45
0.45 > 0",2,ate,confounding,nonsense6,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main,formal,main
24401,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Hwax has a direct effect on pexu and rukz. Pexu has a direct effect on rukz. For those who are not hwax and are not pexu, the probability of rukz is 97%. For those who are not hwax and are pexu, the probability of rukz is 95%. For those who are hwax and are not pexu, the probability of rukz is 58%. For those who are hwax and are pexu, the probability of rukz is 56%. The overall probability of hwax is 1%. Will pexu increase the chance of rukz?",no,"Let V1 = hwax; X = pexu; Y = rukz.
V1->X,V1->Y,X->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V1=v} P(V1=v)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]
P(Y=1 | V1=0, X=0) = 0.97
P(Y=1 | V1=0, X=1) = 0.95
P(Y=1 | V1=1, X=0) = 0.58
P(Y=1 | V1=1, X=1) = 0.56
P(V1=1) = 0.01
0.99 * (0.95 - 0.97) + 0.01 * (0.56 - 0.58) = -0.02
-0.02 < 0",2,ate,confounding,nonsense8,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main,formal,main
24441,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Pexu has a direct effect on hwax and rukz. Hwax has a direct effect on rukz. For those who are not pexu, the probability of rukz is 85%. For those who are pexu, the probability of rukz is 43%. Will pexu increase the chance of rukz?",no,"Let X = pexu; V2 = hwax; Y = rukz.
X->V2,X->Y,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.85
P(Y=1 | X=1) = 0.43
0.43 - 0.85 = -0.43
-0.43 < 0",2,ate,mediation,nonsense8,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main,formal,main
28847,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Pexu has a direct effect on hwax and rukz. Hwax has a direct effect on rukz. For those who are not pexu, the probability of rukz is 59%. For those who are pexu, the probability of rukz is 63%. Will pexu decrease the chance of rukz?",no,"Let X = pexu; V2 = hwax; Y = rukz.
X->V2,X->Y,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.59
P(Y=1 | X=1) = 0.63
0.63 - 0.59 = 0.04
0.04 > 0",2,ate,mediation,nonsense8,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main,formal,main
25095,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Jyka has a direct effect on zory and zuph. Zuph has a direct effect on glimx. Zory has a direct effect on glimx. For those who are not jyka and are not zuph, the probability of glimx is 43%. For those who are not jyka and are zuph, the probability of glimx is 4%. For those who are jyka and are not zuph, the probability of glimx is 43%. For those who are jyka and are zuph, the probability of glimx is 4%. The overall probability of jyka is 27%. Will zuph increase the chance of glimx?",no,"Let V1 = jyka; V3 = zory; X = zuph; Y = glimx.
V1->V3,V1->X,X->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V1=v} P(V1=v)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]
P(Y=1 | V1=0, X=0) = 0.43
P(Y=1 | V1=0, X=1) = 0.04
P(Y=1 | V1=1, X=0) = 0.43
P(Y=1 | V1=1, X=1) = 0.04
P(V1=1) = 0.27
0.73 * (0.04 - 0.43) 0.27 * (0.04 - 0.43) = -0.39
-0.39 < 0",2,ate,diamondcut,nonsense9,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main,formal,main
