id,prompt,label,reasoning,rung,query_type,graph_id,story_id,question_property,formal_form,subset
2621,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on occupation and salary. Skill has a direct effect on occupation and salary. Occupation has a direct effect on salary. Skill is unobserved. For individuals who are not male, the probability of high salary is 31%. For individuals who are male, the probability of high salary is 65%. Will male gender decrease the chance of high salary?",no,"Let V2 = skill; X = gender; V3 = occupation; Y = salary.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.31
P(Y=1 | X=1) = 0.65
0.65 - 0.31 = 0.34
0.34 > 0",2,ate,arrowhead,gender_pay,easy,E[Y | do(X = 1)] - E[Y | do(X = 0)],formal
5810,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Tanning salon treatment has a direct effect on skin. Going to the beach has a direct effect on skin. For people not using tanning salon treatments, the probability of tanned skin is 72%. For people who went to tanning salons, the probability of tanned skin is 33%. Will tanning salon treatment increase the chance of tanned skin?",no,"Let V2 = going to the beach; X = tanning salon treatment; Y = skin.
X->Y,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y|X)
P(Y=1 | X=0) = 0.72
P(Y=1 | X=1) = 0.33
0.33 - 0.72 = -0.38
-0.38 < 0",2,ate,fork,getting_tanned,hard,E[Y | do(X = 1)] - E[Y | do(X = 0)],formal
2828,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Parents' intelligence has a direct effect on parents' social status and child's intelligence. Other unobserved factors has a direct effect on parents' social status and child's intelligence. Parents' social status has a direct effect on child's intelligence. Other unobserved factors is unobserved. For children with unintelligent parents, the probability of intelligent child is 42%. For children with intelligent parents, the probability of intelligent child is 56%. Will intelligent parents decrease the chance of intelligent child?",no,"Let V2 = other unobserved factors; X = parents' intelligence; V3 = parents' social status; Y = child's intelligence.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.42
P(Y=1 | X=1) = 0.56
0.56 - 0.42 = 0.14
0.14 > 0",2,ate,arrowhead,nature_vs_nurture,easy,E[Y | do(X = 1)] - E[Y | do(X = 0)],formal
13236,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Liking spicy food has a direct effect on parents' social status and child's intelligence. Other unobserved factors has a direct effect on parents' social status and child's intelligence. Parents' social status has a direct effect on child's intelligence. Other unobserved factors is unobserved. For children who do not like spicy food, the probability of intelligent child is 35%. For children who like spicy food, the probability of intelligent child is 75%. Will liking spicy food decrease the chance of intelligent child?",no,"Let V2 = other unobserved factors; X = liking spicy food; V3 = parents' social status; Y = child's intelligence.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.35
P(Y=1 | X=1) = 0.75
0.75 - 0.35 = 0.40
0.40 > 0",2,ate,arrowhead,nature_vs_nurture,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],formal
21111,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Rixq has a direct effect on swoy and zuph. Zuph has a direct effect on xevu. Swoy has a direct effect on xevu. For those who are not rixq, the probability of xevu is 54%. For those who are rixq, the probability of xevu is 79%. Will rixq decrease the chance of xevu?",no,"Let X = rixq; V3 = swoy; V2 = zuph; Y = xevu.
X->V3,X->V2,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.54
P(Y=1 | X=1) = 0.79
0.79 - 0.54 = 0.25
0.25 > 0",2,ate,diamond,nonsense0,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],formal
21628,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Swoq has a direct effect on muvy and kwox. Kwox has a direct effect on kwoz. Muvy has a direct effect on kwoz. For those who are not swoq and are not kwox, the probability of kwoz is 67%. For those who are not swoq and are kwox, the probability of kwoz is 10%. For those who are swoq and are not kwox, the probability of kwoz is 84%. For those who are swoq and are kwox, the probability of kwoz is 14%. The overall probability of swoq is 90%. Will kwox increase the chance of kwoz?",no,"Let V1 = swoq; V3 = muvy; X = kwox; Y = kwoz.
V1->V3,V1->X,X->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V1=v} P(V1=v)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]
P(Y=1 | V1=0, X=0) = 0.67
P(Y=1 | V1=0, X=1) = 0.10
P(Y=1 | V1=1, X=0) = 0.84
P(Y=1 | V1=1, X=1) = 0.14
P(V1=1) = 0.90
0.10 * (0.10 - 0.67) 0.90 * (0.14 - 0.84) = -0.68
-0.68 < 0",2,ate,diamondcut,nonsense1,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],formal
25827,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Muvy has a direct effect on kwox and kwoz. Swoq has a direct effect on kwox. Kwox has a direct effect on kwoz. Muvy is unobserved. For those who are not swoq, the probability of kwoz is 42%. For those who are swoq, the probability of kwoz is 42%. For those who are not swoq, the probability of kwox is 46%. For those who are swoq, the probability of kwox is 46%. Will kwox increase the chance of kwoz?",no,"Let V2 = swoq; V1 = muvy; X = kwox; Y = kwoz.
V1->X,V2->X,V1->Y,X->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
[P(Y=1|V2=1)-P(Y=1|V2=0)]/[P(X=1|V2=1)-P(X=1|V2=0)]
P(Y=1 | V2=0) = 0.42
P(Y=1 | V2=1) = 0.42
P(X=1 | V2=0) = 0.46
P(X=1 | V2=1) = 0.46
(0.42 - 0.42) / (0.46 - 0.46) = -0.23
-0.23 < 0",2,ate,IV,nonsense1,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],formal
22309,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Cwoi has a direct effect on yomx and xevu. Yomx has a direct effect on gwet. Gwet has a direct effect on xevu. Cwoi is unobserved. For those who are not yomx, the probability of gwet is 30%. For those who are yomx, the probability of gwet is 16%. For those who are not yomx and are not gwet, the probability of xevu is 5%. For those who are not yomx and are gwet, the probability of xevu is 45%. For those who are yomx and are not gwet, the probability of xevu is 6%. For those who are yomx and are gwet, the probability of xevu is 25%. The overall probability of yomx is 42%. Will yomx increase the chance of xevu?",no,"Let V1 = cwoi; X = yomx; V3 = gwet; Y = xevu.
V1->X,X->V3,V1->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V3 = v} [P(V3 = v|X = 1) - P(V3 = v|X = 0)] * [\sum_{X = h} P(Y = 1|X = h,V3 = v)*P(X = h)]
P(V3=1 | X=0) = 0.30
P(V3=1 | X=1) = 0.16
P(Y=1 | X=0, V3=0) = 0.05
P(Y=1 | X=0, V3=1) = 0.45
P(Y=1 | X=1, V3=0) = 0.06
P(Y=1 | X=1, V3=1) = 0.25
P(X=1) = 0.42
(0.16 - 0.30)* (0.25 * 0.42) + (0.84 - 0.70) * (0.45 * 0.58) = -0.04
-0.04 < 0",2,ate,frontdoor,nonsense3,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],formal
26621,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Yomx has a direct effect on gwet and xevu. Gwet has a direct effect on xevu. For those who are not yomx, the probability of xevu is 37%. For those who are yomx, the probability of xevu is 27%. Will yomx increase the chance of xevu?",no,"Let X = yomx; V2 = gwet; Y = xevu.
X->V2,X->Y,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.37
P(Y=1 | X=1) = 0.27
0.27 - 0.37 = -0.09
-0.09 < 0",2,ate,mediation,nonsense3,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],formal
26663,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Cwoi has a direct effect on yomx and xevu. Yomx has a direct effect on gwet. Gwet has a direct effect on xevu. Cwoi is unobserved. For those who are not yomx, the probability of gwet is 71%. For those who are yomx, the probability of gwet is 22%. For those who are not yomx and are not gwet, the probability of xevu is 34%. For those who are not yomx and are gwet, the probability of xevu is 68%. For those who are yomx and are not gwet, the probability of xevu is 31%. For those who are yomx and are gwet, the probability of xevu is 64%. The overall probability of yomx is 11%. Will yomx increase the chance of xevu?",no,"Let V1 = cwoi; X = yomx; V3 = gwet; Y = xevu.
V1->X,X->V3,V1->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V3 = v} [P(V3 = v|X = 1) - P(V3 = v|X = 0)] * [\sum_{X = h} P(Y = 1|X = h,V3 = v)*P(X = h)]
P(V3=1 | X=0) = 0.71
P(V3=1 | X=1) = 0.22
P(Y=1 | X=0, V3=0) = 0.34
P(Y=1 | X=0, V3=1) = 0.68
P(Y=1 | X=1, V3=0) = 0.31
P(Y=1 | X=1, V3=1) = 0.64
P(X=1) = 0.11
(0.22 - 0.71)* (0.64 * 0.11) + (0.78 - 0.29) * (0.68 * 0.89) = -0.16
-0.16 < 0",2,ate,frontdoor,nonsense3,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],formal
22954,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Hwax has a direct effect on gyzp and jyka. Jyka has a direct effect on lirg. Gyzp has a direct effect on lirg. For those who are not hwax and are not jyka, the probability of lirg is 48%. For those who are not hwax and are jyka, the probability of lirg is 32%. For those who are hwax and are not jyka, the probability of lirg is 44%. For those who are hwax and are jyka, the probability of lirg is 41%. The overall probability of hwax is 58%. Will jyka increase the chance of lirg?",no,"Let V1 = hwax; V3 = gyzp; X = jyka; Y = lirg.
V1->V3,V1->X,X->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V1=v} P(V1=v)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]
P(Y=1 | V1=0, X=0) = 0.48
P(Y=1 | V1=0, X=1) = 0.32
P(Y=1 | V1=1, X=0) = 0.44
P(Y=1 | V1=1, X=1) = 0.41
P(V1=1) = 0.58
0.42 * (0.32 - 0.48) 0.58 * (0.41 - 0.44) = -0.09
-0.09 < 0",2,ate,diamondcut,nonsense4,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],formal
27083,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Jyka has a direct effect on hwax and lirg. Hwax has a direct effect on lirg. For those who are not jyka, the probability of lirg is 5%. For those who are jyka, the probability of lirg is 27%. Will jyka decrease the chance of lirg?",no,"Let X = jyka; V2 = hwax; Y = lirg.
X->V2,X->Y,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.05
P(Y=1 | X=1) = 0.27
0.27 - 0.05 = 0.22
0.22 > 0",2,ate,mediation,nonsense4,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],formal
27111,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gyzp has a direct effect on jyka and lirg. Jyka has a direct effect on hwax. Hwax has a direct effect on lirg. Gyzp is unobserved. For those who are not jyka, the probability of hwax is 47%. For those who are jyka, the probability of hwax is 6%. For those who are not jyka and are not hwax, the probability of lirg is 57%. For those who are not jyka and are hwax, the probability of lirg is 29%. For those who are jyka and are not hwax, the probability of lirg is 63%. For those who are jyka and are hwax, the probability of lirg is 30%. The overall probability of jyka is 21%. Will jyka decrease the chance of lirg?",no,"Let V1 = gyzp; X = jyka; V3 = hwax; Y = lirg.
V1->X,X->V3,V1->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V3 = v} [P(V3 = v|X = 1) - P(V3 = v|X = 0)] * [\sum_{X = h} P(Y = 1|X = h,V3 = v)*P(X = h)]
P(V3=1 | X=0) = 0.47
P(V3=1 | X=1) = 0.06
P(Y=1 | X=0, V3=0) = 0.57
P(Y=1 | X=0, V3=1) = 0.29
P(Y=1 | X=1, V3=0) = 0.63
P(Y=1 | X=1, V3=1) = 0.30
P(X=1) = 0.21
(0.06 - 0.47)* (0.30 * 0.21) + (0.94 - 0.53) * (0.29 * 0.79) = 0.12
0.12 > 0",2,ate,frontdoor,nonsense4,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],formal
27182,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Jyka has a direct effect on hwax and lirg. Gyzp has a direct effect on hwax and lirg. Hwax has a direct effect on lirg. Gyzp is unobserved. For those who are not jyka, the probability of lirg is 21%. For those who are jyka, the probability of lirg is 51%. Will jyka decrease the chance of lirg?",no,"Let V2 = gyzp; X = jyka; V3 = hwax; Y = lirg.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.21
P(Y=1 | X=1) = 0.51
0.51 - 0.21 = 0.30
0.30 > 0",2,ate,arrowhead,nonsense4,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],formal
23288,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Jyka has a direct effect on yupt and kwox. Qwiu has a direct effect on yupt and kwox. Yupt has a direct effect on kwox. Qwiu is unobserved. For those who are not jyka, the probability of kwox is 28%. For those who are jyka, the probability of kwox is 90%. Will jyka decrease the chance of kwox?",no,"Let V2 = qwiu; X = jyka; V3 = yupt; Y = kwox.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.28
P(Y=1 | X=1) = 0.90
0.90 - 0.28 = 0.62
0.62 > 0",2,ate,arrowhead,nonsense5,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],formal
27560,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Qwiu has a direct effect on jyka and kwox. Jyka has a direct effect on yupt. Yupt has a direct effect on kwox. Qwiu is unobserved. For those who are not jyka, the probability of yupt is 30%. For those who are jyka, the probability of yupt is 1%. For those who are not jyka and are not yupt, the probability of kwox is 97%. For those who are not jyka and are yupt, the probability of kwox is 29%. For those who are jyka and are not yupt, the probability of kwox is 99%. For those who are jyka and are yupt, the probability of kwox is 53%. The overall probability of jyka is 57%. Will jyka decrease the chance of kwox?",no,"Let V1 = qwiu; X = jyka; V3 = yupt; Y = kwox.
V1->X,X->V3,V1->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V3 = v} [P(V3 = v|X = 1) - P(V3 = v|X = 0)] * [\sum_{X = h} P(Y = 1|X = h,V3 = v)*P(X = h)]
P(V3=1 | X=0) = 0.30
P(V3=1 | X=1) = 0.01
P(Y=1 | X=0, V3=0) = 0.97
P(Y=1 | X=0, V3=1) = 0.29
P(Y=1 | X=1, V3=0) = 0.99
P(Y=1 | X=1, V3=1) = 0.53
P(X=1) = 0.57
(0.01 - 0.30)* (0.53 * 0.57) + (0.99 - 0.70) * (0.29 * 0.43) = 0.16
0.16 > 0",2,ate,frontdoor,nonsense5,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],formal
23800,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Yupt has a direct effect on xyfo and zupj. Zupj has a direct effect on muvq. Xyfo has a direct effect on muvq. For those who are not yupt, the probability of muvq is 44%. For those who are yupt, the probability of muvq is 48%. Will yupt decrease the chance of muvq?",no,"Let X = yupt; V3 = xyfo; V2 = zupj; Y = muvq.
X->V3,X->V2,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.44
P(Y=1 | X=1) = 0.48
0.48 - 0.44 = 0.03
0.03 > 0",2,ate,diamond,nonsense6,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],formal
28004,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Xyfo has a direct effect on yupt and muvq. Yupt has a direct effect on zupj. Zupj has a direct effect on muvq. Xyfo is unobserved. For those who are not yupt, the probability of zupj is 17%. For those who are yupt, the probability of zupj is 8%. For those who are not yupt and are not zupj, the probability of muvq is 44%. For those who are not yupt and are zupj, the probability of muvq is 89%. For those who are yupt and are not zupj, the probability of muvq is 41%. For those who are yupt and are zupj, the probability of muvq is 84%. The overall probability of yupt is 3%. Will yupt increase the chance of muvq?",no,"Let V1 = xyfo; X = yupt; V3 = zupj; Y = muvq.
V1->X,X->V3,V1->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V3 = v} [P(V3 = v|X = 1) - P(V3 = v|X = 0)] * [\sum_{X = h} P(Y = 1|X = h,V3 = v)*P(X = h)]
P(V3=1 | X=0) = 0.17
P(V3=1 | X=1) = 0.08
P(Y=1 | X=0, V3=0) = 0.44
P(Y=1 | X=0, V3=1) = 0.89
P(Y=1 | X=1, V3=0) = 0.41
P(Y=1 | X=1, V3=1) = 0.84
P(X=1) = 0.03
(0.08 - 0.17)* (0.84 * 0.03) + (0.92 - 0.83) * (0.89 * 0.97) = -0.04
-0.04 < 0",2,ate,frontdoor,nonsense6,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],formal
28009,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Xyfo has a direct effect on yupt and muvq. Zupj has a direct effect on yupt. Yupt has a direct effect on muvq. Xyfo is unobserved. For those who are not zupj, the probability of muvq is 93%. For those who are zupj, the probability of muvq is 84%. For those who are not zupj, the probability of yupt is 87%. For those who are zupj, the probability of yupt is 63%. Will yupt decrease the chance of muvq?",no,"Let V2 = zupj; V1 = xyfo; X = yupt; Y = muvq.
V1->X,V2->X,V1->Y,X->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
[P(Y=1|V2=1)-P(Y=1|V2=0)]/[P(X=1|V2=1)-P(X=1|V2=0)]
P(Y=1 | V2=0) = 0.93
P(Y=1 | V2=1) = 0.84
P(X=1 | V2=0) = 0.87
P(X=1 | V2=1) = 0.63
(0.84 - 0.93) / (0.63 - 0.87) = 0.35
0.35 > 0",2,ate,IV,nonsense6,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],formal
