model,model_display_name,diagnostic_source,dataset_variant,prompt_mode,story_id,query_type,formal_form,left_sample_id,right_sample_id,has_invalid,strict_contrast_consistent,correct_flip,wrong_flip,invariant_yes,invariant_no,left_gold_label,right_gold_label,left_parsed_label,right_parsed_label
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,college_salary,marginal,P(Y),1685,12104,False,1,0,1,0,0,no,yes,yes,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,college_salary,marginal,P(Y),6478,12104,False,1,0,1,0,0,no,yes,yes,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,college_salary,marginal,P(Y),6488,12104,False,1,0,1,0,0,no,yes,yes,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,college_salary,marginal,P(Y),6538,12104,False,1,0,1,0,0,no,yes,yes,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,college_salary,marginal,P(Y),12077,12104,False,1,0,1,0,0,no,yes,yes,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,college_wage,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],6638,17002,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,college_wage,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],17023,17002,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,college_wage,backadj,[backdoor adjustment set for Y given X],6591,12208,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,college_wage,backadj,[backdoor adjustment set for Y given X],6624,12208,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,college_wage,backadj,[backdoor adjustment set for Y given X],12218,12208,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,college_wage,backadj,[backdoor adjustment set for Y given X],12260,12208,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,college_wage,correlation,P(Y | X),12264,12258,True,0,0,0,0,0,no,yes,yes,invalid
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,college_wage,correlation,P(Y | X),16988,12258,True,0,0,0,0,0,no,yes,invalid,invalid
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,college_wage,marginal,P(Y),1849,17041,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,college_wage,marginal,P(Y),6615,17041,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,encouagement_program,correlation,P(Y | X),2068,12481,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,encouagement_program,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1989,12452,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,firing_employee,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],5128,5144,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,firing_employee,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],5128,10731,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,firing_employee,backadj,[backdoor adjustment set for Y given X],5108,10750,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,firing_employee,backadj,[backdoor adjustment set for Y given X],15538,10750,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,firing_employee,correlation,P(Y | X),15559,371,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,firing_employee,correlation,P(Y | X),15559,5100,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,firing_squad,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],5314,10782,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,firing_squad,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],5314,15587,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,firing_squad,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],5314,15623,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,firing_squad,correlation,P(Y | X),5230,10872,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,firing_squad,correlation,P(Y | X),15607,10872,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,firing_squad,marginal,P(Y),10861,15599,False,0,0,0,0,1,no,yes,no,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,firing_squad,nie,"E[Y_{X=0, V2=1, V3=1} - Y_{X=0, V2=0, V3=0}]",15625,10833,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,floor_wet,ett,E[Y_{X = 1} - Y_{X = 0} | X = 1],5400,11007,False,1,0,1,0,0,no,yes,yes,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,floor_wet,ett,E[Y_{X = 1} - Y_{X = 0} | X = 1],15718,11007,False,1,0,1,0,0,no,yes,yes,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,floor_wet,marginal,P(Y),571,628,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,floor_wet,marginal,P(Y),15740,628,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,floor_wet,nie,"E[Y_{X=0, V2=1, V3=1} - Y_{X=0, V2=0, V3=0}]",11008,15817,False,0,0,0,0,1,no,yes,no,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,floor_wet,nie,"E[Y_{X=0, V2=1, V3=1} - Y_{X=0, V2=0, V3=0}]",15776,15817,False,0,0,0,0,1,no,yes,no,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,gender_admission,correlation,P(Y | X),7040,17471,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,gender_admission,correlation,P(Y | X),7067,17471,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,gender_admission,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",6980,12687,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,gender_admission,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",6980,17363,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,gender_admission_state,correlation,P(Y | X),2434,7169,False,1,0,1,0,0,no,yes,yes,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,gender_admission_state,correlation,P(Y | X),17611,7169,False,1,0,1,0,0,no,yes,yes,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,gender_admission_state,marginal,P(Y),12755,17628,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,gender_admission_state,nde,"E[Y_{X=1, V3=0} - Y_{X=0, V3=0}]",2414,17521,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,gender_admission_state,nde,"E[Y_{X=1, V3=0} - Y_{X=0, V3=0}]",2437,17521,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,gender_admission_state,nde,"E[Y_{X=1, V3=0} - Y_{X=0, V3=0}]",17505,17521,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,gender_admission_state,nie,"E[Y_{X=0, V3=1} - Y_{X=0, V3=0}]",12771,12798,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,gender_pay,nde,"E[Y_{X=1, V3=0} - Y_{X=0, V3=0}]",12946,7386,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,gender_pay,nde,"E[Y_{X=1, V3=0} - Y_{X=0, V3=0}]",12946,12857,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,gender_pay,nde,"E[Y_{X=1, V3=0} - Y_{X=0, V3=0}]",12946,17656,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,hospitalization,backadj,[backdoor adjustment set for Y given X],2664,2668,False,1,0,1,0,0,no,yes,yes,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,hospitalization,backadj,[backdoor adjustment set for Y given X],2664,2693,False,1,0,1,0,0,no,yes,yes,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,hospitalization,backadj,[backdoor adjustment set for Y given X],7496,2668,False,1,0,1,0,0,no,yes,yes,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,hospitalization,backadj,[backdoor adjustment set for Y given X],7496,2693,False,1,0,1,0,0,no,yes,yes,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,man_in_relationship,backadj,[backdoor adjustment set for Y given X],13169,7551,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nature_vs_nurture,nde,"E[Y_{X=1, V3=0} - Y_{X=0, V3=0}]",2887,7610,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nature_vs_nurture,nde,"E[Y_{X=1, V3=0} - Y_{X=0, V3=0}]",7730,7610,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nature_vs_nurture,nde,"E[Y_{X=1, V3=0} - Y_{X=0, V3=0}]",13225,7610,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nature_vs_nurture,nie,"E[Y_{X=0, V3=1} - Y_{X=0, V3=0}]",2924,18043,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,neg_mediation,backadj,[backdoor adjustment set for Y given X],2988,7788,False,1,0,1,0,0,no,yes,yes,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,neg_mediation,backadj,[backdoor adjustment set for Y given X],2988,18184,False,1,0,1,0,0,no,yes,yes,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,neg_mediation,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",3122,3064,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,neg_mediation,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",3122,13379,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,neg_mediation,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",3122,18236,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,correlation,P(Y | X),21003,21032,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,correlation,P(Y | X),21003,25368,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,correlation,P(Y | X),21003,25530,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,correlation,P(Y | X),21143,21032,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,correlation,P(Y | X),21143,25368,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,correlation,P(Y | X),21143,25530,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,correlation,P(Y | X),21151,21032,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,correlation,P(Y | X),21151,25368,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,correlation,P(Y | X),21151,25530,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,correlation,P(Y | X),21189,21032,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,correlation,P(Y | X),21189,25368,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,correlation,P(Y | X),21189,25530,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,correlation,P(Y | X),25498,21032,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,correlation,P(Y | X),25498,25368,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,correlation,P(Y | X),25498,25530,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,det-counterfactual,Y_{X=0} = 1 | V1=1,29612,29633,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,ett,E[Y_{X = 1} - Y_{X = 0} | X = 1],21192,21006,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,marginal,P(Y),20836,21002,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,marginal,P(Y),20836,21136,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,marginal,P(Y),20836,25467,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,marginal,P(Y),20836,25505,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,marginal,P(Y),21175,21002,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,marginal,P(Y),21175,21136,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,marginal,P(Y),21175,25467,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,marginal,P(Y),21175,25505,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,marginal,P(Y),25218,21002,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,marginal,P(Y),25218,21136,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,marginal,P(Y),25218,25467,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,marginal,P(Y),25218,25505,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,marginal,P(Y),25432,21002,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,marginal,P(Y),25432,21136,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,marginal,P(Y),25432,25467,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense0,marginal,P(Y),25432,25505,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense1,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],21244,25637,False,0,0,0,0,1,no,yes,no,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense1,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],21666,25637,False,1,0,1,0,0,no,yes,yes,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense1,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],21676,25637,False,0,0,0,0,1,no,yes,no,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense1,backadj,[backdoor adjustment set for Y given X],21259,25654,False,1,0,1,0,0,no,yes,yes,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense1,backadj,[backdoor adjustment set for Y given X],21259,25809,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense1,backadj,[backdoor adjustment set for Y given X],21442,25654,False,0,0,0,0,1,no,yes,no,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense1,backadj,[backdoor adjustment set for Y given X],21442,25809,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense1,backadj,[backdoor adjustment set for Y given X],21607,25654,False,0,0,0,0,1,no,yes,no,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense1,backadj,[backdoor adjustment set for Y given X],21607,25809,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense1,backadj,[backdoor adjustment set for Y given X],21638,25654,False,0,0,0,0,1,no,yes,no,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense1,backadj,[backdoor adjustment set for Y given X],21638,25809,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense1,ett,E[Y_{X = 1} - Y_{X = 0} | X = 1],25994,25617,False,0,0,0,0,1,no,yes,no,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense1,ett,E[Y_{X = 1} - Y_{X = 0} | X = 1],25994,25797,False,0,0,0,0,1,no,yes,no,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense1,ett,E[Y_{X = 1} - Y_{X = 0} | X = 1],25994,25893,False,0,0,0,0,1,no,yes,no,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense1,ett,E[Y_{X = 1} - Y_{X = 0} | X = 1],25994,25966,False,0,0,0,0,1,no,yes,no,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense2,backadj,[backdoor adjustment set for Y given X],26079,26183,False,0,0,0,0,1,no,yes,no,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense2,backadj,[backdoor adjustment set for Y given X],26079,26362,False,0,0,0,0,1,no,yes,no,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense2,backadj,[backdoor adjustment set for Y given X],26121,26183,False,0,0,0,0,1,no,yes,no,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense2,backadj,[backdoor adjustment set for Y given X],26121,26362,False,0,0,0,0,1,no,yes,no,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense2,backadj,[backdoor adjustment set for Y given X],26284,26183,False,0,0,0,0,1,no,yes,no,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense2,backadj,[backdoor adjustment set for Y given X],26284,26362,False,0,0,0,0,1,no,yes,no,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense2,marginal,P(Y),21712,21901,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense2,marginal,P(Y),21712,22112,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense2,marginal,P(Y),21886,21901,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense2,marginal,P(Y),21886,22112,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense3,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],26729,22429,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense3,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],26729,22490,False,1,1,0,0,0,no,yes,no,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense3,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],26729,26515,False,0,0,0,0,1,no,yes,no,no
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense3,correlation,P(Y | X),22326,26883,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense3,ett,E[Y_{X = 1} - Y_{X = 0} | X = 1],26834,26855,False,0,0,0,1,0,no,yes,yes,yes
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,nonsense3,nie,"E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]",22274,26488,False,1,1,0,0,0,no,yes,no,yes
