model,model_display_name,diagnostic_source,dataset_variant,prompt_mode,story_id,query_type,formal_form,left_sample_id,right_sample_id,has_invalid,strict_contrast_consistent,correct_flip,wrong_flip,invariant_yes,invariant_no,left_gold_label,right_gold_label,left_parsed_label,right_parsed_label
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,backadj,[backdoor adjustment set for Y given X],30,4819,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,backadj,[backdoor adjustment set for Y given X],30,15346,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,ett,E[Y_{X = 1} - Y_{X = 0} | X = 1],4806,32,False,1,0,1,0,0,no,yes,yes,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,ett,E[Y_{X = 1} - Y_{X = 0} | X = 1],10401,32,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,ett,E[Y_{X = 1} - Y_{X = 0} | X = 1],15279,32,False,1,0,1,0,0,no,yes,yes,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,marginal,P(Y),28,15267,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,marginal,P(Y),102,15267,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,marginal,P(Y),4853,15267,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,marginal,P(Y),15345,15267,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",113,4,False,1,1,0,0,0,no,yes,no,yes
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",113,69,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",113,88,False,1,1,0,0,0,no,yes,no,yes
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",113,101,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",113,4835,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",113,4867,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",113,15243,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",113,15353,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",119,4,False,1,1,0,0,0,no,yes,no,yes
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",119,69,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",119,88,False,1,1,0,0,0,no,yes,no,yes
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",119,101,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",119,4835,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",119,4867,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",119,15243,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",119,15353,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",10455,4,False,1,1,0,0,0,no,yes,no,yes
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",10455,69,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",10455,88,False,1,1,0,0,0,no,yes,no,yes
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",10455,101,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",10455,4835,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",10455,4867,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",10455,15243,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",10455,15353,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",10462,4,False,1,1,0,0,0,no,yes,no,yes
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",10462,69,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",10462,88,False,1,1,0,0,0,no,yes,no,yes
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",10462,101,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",10462,4835,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",10462,4867,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",10462,15243,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",10462,15353,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",15258,4,False,1,1,0,0,0,no,yes,no,yes
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",15258,69,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",15258,88,False,1,1,0,0,0,no,yes,no,yes
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",15258,101,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",15258,4835,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",15258,4867,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",15258,15243,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",15258,15353,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nie,"E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]",4885,22,False,0,0,0,1,0,no,yes,yes,yes
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nie,"E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]",4885,118,False,0,0,0,1,0,no,yes,yes,yes
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nie,"E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]",4885,4898,False,1,0,1,0,0,no,yes,yes,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nie,"E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]",4885,10414,False,0,0,0,1,0,no,yes,yes,yes
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nie,"E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]",4932,22,False,0,0,0,1,0,no,yes,yes,yes
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nie,"E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]",4932,118,False,0,0,0,1,0,no,yes,yes,yes
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nie,"E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]",4932,4898,False,1,0,1,0,0,no,yes,yes,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nie,"E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]",4932,10414,False,0,0,0,1,0,no,yes,yes,yes
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nie,"E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]",10515,22,False,0,0,0,1,0,no,yes,yes,yes
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nie,"E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]",10515,118,False,0,0,0,1,0,no,yes,yes,yes
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nie,"E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]",10515,4898,False,1,0,1,0,0,no,yes,yes,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nie,"E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]",10515,10414,False,0,0,0,1,0,no,yes,yes,yes
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nie,"E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]",10521,22,False,0,0,0,1,0,no,yes,yes,yes
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nie,"E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]",10521,118,False,0,0,0,1,0,no,yes,yes,yes
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nie,"E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]",10521,4898,False,1,0,1,0,0,no,yes,yes,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,alarm,nie,"E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]",10521,10414,False,0,0,0,1,0,no,yes,yes,yes
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],11781,16496,False,1,1,0,0,0,no,yes,no,yes
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,backadj,[backdoor adjustment set for Y given X],1349,1364,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,backadj,[backdoor adjustment set for Y given X],1349,11855,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,backadj,[backdoor adjustment set for Y given X],11808,1364,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,backadj,[backdoor adjustment set for Y given X],11808,11855,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,correlation,P(Y | X),1421,1361,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,correlation,P(Y | X),6229,1361,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,marginal,P(Y),11759,6192,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1330,1371,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1330,1385,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1330,1413,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1330,6156,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1330,6176,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1330,11745,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1330,11817,False,1,1,0,0,0,no,yes,no,yes
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1330,16541,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1345,1371,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1345,1385,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1345,1413,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1345,6156,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1345,6176,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1345,11745,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1345,11817,False,1,1,0,0,0,no,yes,no,yes
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1345,16541,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1401,1371,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1401,1385,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1401,1413,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1401,6156,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1401,6176,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1401,11745,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1401,11817,False,1,1,0,0,0,no,yes,no,yes
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1401,16541,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1460,1371,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1460,1385,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1460,1413,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1460,6156,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1460,6176,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1460,11745,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1460,11817,False,1,1,0,0,0,no,yes,no,yes
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",1460,16541,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",6109,1371,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",6109,1385,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",6109,1413,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",6109,6156,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",6109,6176,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",6109,11745,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",6109,11817,False,1,1,0,0,0,no,yes,no,yes
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",6109,16541,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",6148,1371,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",6148,1385,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",6148,1413,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",6148,6156,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",6148,6176,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",6148,11745,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",6148,11817,False,1,1,0,0,0,no,yes,no,yes
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",6148,16541,False,0,0,0,0,1,no,yes,no,no
qwen3_4b,Qwen3-4B,symbolic_control,symbolic_control,nl_binary_score,blood_pressure,nde,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]",6172,1371,False,0,0,0,0,1,no,yes,no,no
