id,prompt,label,reasoning,rung,query_type,graph_id,story_id,question_property,formal_form,subset
8992,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on smoking and lung cancer. Smoking has a direct effect on tar deposit. Tar deposit has a direct effect on lung cancer. Gender is unobserved. For nonsmokers, the probability of high tar deposit is 69%. For smokers, the probability of high tar deposit is 12%. For nonsmokers and with no tar deposit, the probability of lung cancer is 57%. For nonsmokers and with high tar deposit, the probability of lung cancer is 27%. For smokers and with no tar deposit, the probability of lung cancer is 56%. For smokers and with high tar deposit, the probability of lung cancer is 29%. The overall probability of smoking is 86%. Will smoking decrease the chance of lung cancer?",no,"Let V1 = gender; X = smoking; V3 = tar deposit; Y = lung cancer.
V1->X,X->V3,V1->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V3 = v} [P(V3 = v|X = 1) - P(V3 = v|X = 0)] * [\sum_{X = h} P(Y = 1|X = h,V3 = v)*P(X = h)]
P(V3=1 | X=0) = 0.69
P(V3=1 | X=1) = 0.12
P(Y=1 | X=0, V3=0) = 0.57
P(Y=1 | X=0, V3=1) = 0.27
P(Y=1 | X=1, V3=0) = 0.56
P(Y=1 | X=1, V3=1) = 0.29
P(X=1) = 0.86
(0.12 - 0.69)* (0.29 * 0.86) + (0.88 - 0.31) * (0.27 * 0.14) = 0.16
0.16 > 0",2,ate,frontdoor,smoking_frontdoor,hard,E[Y | do(X = 1)] - E[Y | do(X = 0)],main
9336,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Unobserved confounders has a direct effect on maternal smoking status and infant's birth weight. Cigarette tax has a direct effect on maternal smoking status. Maternal smoking status has a direct effect on infant's birth weight. Unobserved confounders is unobserved. For areas with low cigarette tax, the probability of normal infant birth weight is 49%. For areas with high cigarette tax, the probability of normal infant birth weight is 54%. For areas with low cigarette tax, the probability of smoking mother is 27%. For areas with high cigarette tax, the probability of smoking mother is 50%. Will smoking mother decrease the chance of normal infant birth weight?",no,"Let V2 = cigarette tax; V1 = unobserved confounders; X = maternal smoking status; Y = infant's birth weight.
V1->X,V2->X,V1->Y,X->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
[P(Y=1|V2=1)-P(Y=1|V2=0)]/[P(X=1|V2=1)-P(X=1|V2=0)]
P(Y=1 | V2=0) = 0.49
P(Y=1 | V2=1) = 0.54
P(X=1 | V2=0) = 0.27
P(X=1 | V2=1) = 0.50
(0.54 - 0.49) / (0.50 - 0.27) = 0.22
0.22 > 0",2,ate,IV,tax_smoke_birthWeight,hard,E[Y | do(X = 1)] - E[Y | do(X = 0)],main
9467,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Poverty has a direct effect on water quality and cholera. Water company has a direct effect on water quality. Water quality has a direct effect on cholera. Poverty is unobserved. For people served by a local water company, the probability of cholera contraction is 47%. For people served by a global water company, the probability of cholera contraction is 41%. For people served by a local water company, the probability of clean water is 50%. For people served by a global water company, the probability of clean water is 18%. Will clean water decrease the chance of cholera contraction?",no,"Let V2 = water company; V1 = poverty; X = water quality; Y = cholera.
V1->X,V2->X,V1->Y,X->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
[P(Y=1|V2=1)-P(Y=1|V2=0)]/[P(X=1|V2=1)-P(X=1|V2=0)]
P(Y=1 | V2=0) = 0.47
P(Y=1 | V2=1) = 0.41
P(X=1 | V2=0) = 0.50
P(X=1 | V2=1) = 0.18
(0.41 - 0.47) / (0.18 - 0.50) = 0.21
0.21 > 0",2,ate,IV,water_cholera,hard,E[Y | do(X = 1)] - E[Y | do(X = 0)],main
12451,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Ability to swim has a direct effect on studying habit and exam score. Studying habit has a direct effect on exam score. For students who cannot swim, the probability of high exam score is 31%. For students who can swim, the probability of high exam score is 69%. Will being able to swim decrease the chance of high exam score?",no,"Let X = ability to swim; V2 = studying habit; Y = exam score.
X->V2,X->Y,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.31
P(Y=1 | X=1) = 0.69
0.69 - 0.31 = 0.38
0.38 > 0",2,ate,mediation,encouagement_program,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main
13236,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Liking spicy food has a direct effect on parents' social status and child's intelligence. Other unobserved factors has a direct effect on parents' social status and child's intelligence. Parents' social status has a direct effect on child's intelligence. Other unobserved factors is unobserved. For children who do not like spicy food, the probability of intelligent child is 35%. For children who like spicy food, the probability of intelligent child is 75%. Will liking spicy food decrease the chance of intelligent child?",no,"Let V2 = other unobserved factors; X = liking spicy food; V3 = parents' social status; Y = child's intelligence.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.35
P(Y=1 | X=1) = 0.75
0.75 - 0.35 = 0.40
0.40 > 0",2,ate,arrowhead,nature_vs_nurture,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main
14345,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Pre-conditions has a direct effect on vaccination and lactose intolerance. Vaccination has a direct effect on lactose intolerance. For people with no pre-conditions and refusing the vaccine, the probability of being lactose intolerant is 7%. For people with no pre-conditions and getting the vaccine, the probability of being lactose intolerant is 18%. For people with pre-conditions and refusing the vaccine, the probability of being lactose intolerant is 81%. For people with pre-conditions and getting the vaccine, the probability of being lactose intolerant is 94%. The overall probability of pre-conditions is 50%. Will getting the vaccine decrease the chance of being lactose intolerant?",no,"Let V1 = pre-conditions; X = vaccination; Y = lactose intolerance.
V1->X,V1->Y,X->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V1=v} P(V1=v)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]
P(Y=1 | V1=0, X=0) = 0.07
P(Y=1 | V1=0, X=1) = 0.18
P(Y=1 | V1=1, X=0) = 0.81
P(Y=1 | V1=1, X=1) = 0.94
P(V1=1) = 0.50
0.50 * (0.18 - 0.07) + 0.50 * (0.94 - 0.81) = 0.12
0.12 > 0",2,ate,confounding,simpson_vaccine,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main
15502,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: CEO has a direct effect on director and manager. Manager has a direct effect on foot size. Director has a direct effect on foot size. For CEOs who fire employees and managers who don't sign termination letters, the probability of large feet is 54%. For CEOs who fire employees and managers who sign termination letters, the probability of large feet is 14%. For CEOs who fire employees and managers who don't sign termination letters, the probability of large feet is 70%. For CEOs who fire employees and managers who sign termination letters, the probability of large feet is 27%. The overall probability of CEO's decision to fire the employee is 87%. Will manager signing the termination letter increase the chance of large feet?",no,"Let V1 = CEO; V3 = director; X = manager; Y = foot size.
V1->V3,V1->X,X->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V1=v} P(V1=v)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]
P(Y=1 | V1=0, X=0) = 0.54
P(Y=1 | V1=0, X=1) = 0.14
P(Y=1 | V1=1, X=0) = 0.70
P(Y=1 | V1=1, X=1) = 0.27
P(V1=1) = 0.87
0.13 * (0.14 - 0.54) 0.87 * (0.27 - 0.70) = -0.43
-0.43 < 0",2,ate,diamondcut,firing_employee,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main
16463,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Vaccination status has a direct effect on vaccination reaction and getting smallpox. Getting smallpox has a direct effect on black hair. Vaccination reaction has a direct effect on black hair. For unvaccinated individuals, the probability of black hair is 54%. For vaccinated individuals, the probability of black hair is 46%. Will vaccination increase the chance of black hair?",no,"Let X = vaccination status; V3 = vaccination reaction; V2 = getting smallpox; Y = black hair.
X->V3,X->V2,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.54
P(Y=1 | X=1) = 0.46
0.46 - 0.54 = -0.09
-0.09 < 0",2,ate,diamond,vaccine_kills,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main
17461,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on department competitiveness and lactose intolerance. Department competitiveness has a direct effect on lactose intolerance. For individuals who are not male, the probability of being lactose intolerant is 74%. For individuals who are male, the probability of being lactose intolerant is 21%. Will male gender increase the chance of being lactose intolerant?",no,"Let X = gender; V2 = department competitiveness; Y = lactose intolerance.
X->V2,X->Y,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.74
P(Y=1 | X=1) = 0.21
0.21 - 0.74 = -0.53
-0.53 < 0",2,ate,mediation,gender_admission,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main
19318,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on smoking and freckles. Smoking has a direct effect on tar deposit. Tar deposit has a direct effect on freckles. Gender is unobserved. For nonsmokers, the probability of high tar deposit is 55%. For smokers, the probability of high tar deposit is 18%. For nonsmokers and with no tar deposit, the probability of freckles is 94%. For nonsmokers and with high tar deposit, the probability of freckles is 64%. For smokers and with no tar deposit, the probability of freckles is 89%. For smokers and with high tar deposit, the probability of freckles is 61%. The overall probability of smoking is 50%. Will smoking decrease the chance of freckles?",no,"Let V1 = gender; X = smoking; V3 = tar deposit; Y = freckles.
V1->X,X->V3,V1->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V3 = v} [P(V3 = v|X = 1) - P(V3 = v|X = 0)] * [\sum_{X = h} P(Y = 1|X = h,V3 = v)*P(X = h)]
P(V3=1 | X=0) = 0.55
P(V3=1 | X=1) = 0.18
P(Y=1 | X=0, V3=0) = 0.94
P(Y=1 | X=0, V3=1) = 0.64
P(Y=1 | X=1, V3=0) = 0.89
P(Y=1 | X=1, V3=1) = 0.61
P(X=1) = 0.50
(0.18 - 0.55)* (0.61 * 0.50) + (0.82 - 0.45) * (0.64 * 0.50) = 0.11
0.11 > 0",2,ate,frontdoor,smoking_frontdoor,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main
19494,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Having a brother has a direct effect on smoking and lung cancer. Pollution has a direct effect on smoking and lung cancer. Smoking has a direct effect on lung cancer. Pollution is unobserved. For people who do not have a brother, the probability of lung cancer is 61%. For people who have a brother, the probability of lung cancer is 71%. Will having a brother decrease the chance of lung cancer?",no,"Let V2 = pollution; X = having a brother; V3 = smoking; Y = lung cancer.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.61
P(Y=1 | X=1) = 0.71
0.71 - 0.61 = 0.10
0.10 > 0",2,ate,arrowhead,smoking_gene_cancer,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main
19669,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Having a sister has a direct effect on tar deposit. Tar deposit has a direct effect on lung cancer. For people who do not have a sister, the probability of lung cancer is 61%. For people who have a sister, the probability of lung cancer is 81%. Will having a sister decrease the chance of lung cancer?",no,"Let X = having a sister; V2 = tar deposit; Y = lung cancer.
X->V2,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.61
P(Y=1 | X=1) = 0.81
0.81 - 0.61 = 0.20
0.20 > 0",2,ate,chain,smoking_tar_cancer,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main
21111,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Rixq has a direct effect on swoy and zuph. Zuph has a direct effect on xevu. Swoy has a direct effect on xevu. For those who are not rixq, the probability of xevu is 54%. For those who are rixq, the probability of xevu is 79%. Will rixq decrease the chance of xevu?",no,"Let X = rixq; V3 = swoy; V2 = zuph; Y = xevu.
X->V3,X->V2,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.54
P(Y=1 | X=1) = 0.79
0.79 - 0.54 = 0.25
0.25 > 0",2,ate,diamond,nonsense0,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main
21628,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Swoq has a direct effect on muvy and kwox. Kwox has a direct effect on kwoz. Muvy has a direct effect on kwoz. For those who are not swoq and are not kwox, the probability of kwoz is 67%. For those who are not swoq and are kwox, the probability of kwoz is 10%. For those who are swoq and are not kwox, the probability of kwoz is 84%. For those who are swoq and are kwox, the probability of kwoz is 14%. The overall probability of swoq is 90%. Will kwox increase the chance of kwoz?",no,"Let V1 = swoq; V3 = muvy; X = kwox; Y = kwoz.
V1->V3,V1->X,X->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V1=v} P(V1=v)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]
P(Y=1 | V1=0, X=0) = 0.67
P(Y=1 | V1=0, X=1) = 0.10
P(Y=1 | V1=1, X=0) = 0.84
P(Y=1 | V1=1, X=1) = 0.14
P(V1=1) = 0.90
0.10 * (0.10 - 0.67) 0.90 * (0.14 - 0.84) = -0.68
-0.68 < 0",2,ate,diamondcut,nonsense1,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main
22309,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Cwoi has a direct effect on yomx and xevu. Yomx has a direct effect on gwet. Gwet has a direct effect on xevu. Cwoi is unobserved. For those who are not yomx, the probability of gwet is 30%. For those who are yomx, the probability of gwet is 16%. For those who are not yomx and are not gwet, the probability of xevu is 5%. For those who are not yomx and are gwet, the probability of xevu is 45%. For those who are yomx and are not gwet, the probability of xevu is 6%. For those who are yomx and are gwet, the probability of xevu is 25%. The overall probability of yomx is 42%. Will yomx increase the chance of xevu?",no,"Let V1 = cwoi; X = yomx; V3 = gwet; Y = xevu.
V1->X,X->V3,V1->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V3 = v} [P(V3 = v|X = 1) - P(V3 = v|X = 0)] * [\sum_{X = h} P(Y = 1|X = h,V3 = v)*P(X = h)]
P(V3=1 | X=0) = 0.30
P(V3=1 | X=1) = 0.16
P(Y=1 | X=0, V3=0) = 0.05
P(Y=1 | X=0, V3=1) = 0.45
P(Y=1 | X=1, V3=0) = 0.06
P(Y=1 | X=1, V3=1) = 0.25
P(X=1) = 0.42
(0.16 - 0.30)* (0.25 * 0.42) + (0.84 - 0.70) * (0.45 * 0.58) = -0.04
-0.04 < 0",2,ate,frontdoor,nonsense3,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main
22954,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Hwax has a direct effect on gyzp and jyka. Jyka has a direct effect on lirg. Gyzp has a direct effect on lirg. For those who are not hwax and are not jyka, the probability of lirg is 48%. For those who are not hwax and are jyka, the probability of lirg is 32%. For those who are hwax and are not jyka, the probability of lirg is 44%. For those who are hwax and are jyka, the probability of lirg is 41%. The overall probability of hwax is 58%. Will jyka increase the chance of lirg?",no,"Let V1 = hwax; V3 = gyzp; X = jyka; Y = lirg.
V1->V3,V1->X,X->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V1=v} P(V1=v)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]
P(Y=1 | V1=0, X=0) = 0.48
P(Y=1 | V1=0, X=1) = 0.32
P(Y=1 | V1=1, X=0) = 0.44
P(Y=1 | V1=1, X=1) = 0.41
P(V1=1) = 0.58
0.42 * (0.32 - 0.48) 0.58 * (0.41 - 0.44) = -0.09
-0.09 < 0",2,ate,diamondcut,nonsense4,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main
23800,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Yupt has a direct effect on xyfo and zupj. Zupj has a direct effect on muvq. Xyfo has a direct effect on muvq. For those who are not yupt, the probability of muvq is 44%. For those who are yupt, the probability of muvq is 48%. Will yupt decrease the chance of muvq?",no,"Let X = yupt; V3 = xyfo; V2 = zupj; Y = muvq.
X->V3,X->V2,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.44
P(Y=1 | X=1) = 0.48
0.48 - 0.44 = 0.03
0.03 > 0",2,ate,diamond,nonsense6,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main
24329,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Pexu has a direct effect on hwax. Hwax has a direct effect on rukz. For those who are not pexu, the probability of rukz is 71%. For those who are pexu, the probability of rukz is 72%. Will pexu decrease the chance of rukz?",no,"Let X = pexu; V2 = hwax; Y = rukz.
X->V2,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.71
P(Y=1 | X=1) = 0.72
0.72 - 0.71 = 0.01
0.01 > 0",2,ate,chain,nonsense8,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main
25091,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Jyka has a direct effect on zory and zuph. Zuph has a direct effect on glimx. Zory has a direct effect on glimx. For those who are not jyka and are not zuph, the probability of glimx is 68%. For those who are not jyka and are zuph, the probability of glimx is 44%. For those who are jyka and are not zuph, the probability of glimx is 75%. For those who are jyka and are zuph, the probability of glimx is 67%. The overall probability of jyka is 29%. Will zuph increase the chance of glimx?",no,"Let V1 = jyka; V3 = zory; X = zuph; Y = glimx.
V1->V3,V1->X,X->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V1=v} P(V1=v)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]
P(Y=1 | V1=0, X=0) = 0.68
P(Y=1 | V1=0, X=1) = 0.44
P(Y=1 | V1=1, X=0) = 0.75
P(Y=1 | V1=1, X=1) = 0.67
P(V1=1) = 0.29
0.71 * (0.44 - 0.68) 0.29 * (0.67 - 0.75) = -0.19
-0.19 < 0",2,ate,diamondcut,nonsense9,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],main
