id,prompt,label,reasoning,rung,query_type,graph_id,story_id,question_property,formal_form,subset
8867,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Maternal smoking status has a direct effect on infant's birth weight and infant mortality. Health condition has a direct effect on infant's birth weight and infant mortality. Infant's birth weight has a direct effect on infant mortality. Health condition is unobserved. Method 1: We look directly at how maternal smoking status correlates with infant mortality in general. Method 2: We look at this correlation case by case according to infant's birth weight. To understand how maternal smoking status affects infant mortality, is it more correct to use the Method 1 than Method 2?",yes,"nan
nan
nan
nan
nan
nan
nan",2,backadj,arrowhead,smoke_birthWeight,hard,[backdoor adjustment set for Y given X],smoke
27784,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Yupt has a direct effect on zupj. Zupj has a direct effect on muvq. Method 1: We look directly at how yupt correlates with muvq in general. Method 2: We look at this correlation case by case according to zupj. To understand how yupt affects muvq, is it more correct to use the Method 1 than Method 2?",yes,"nan
nan
nan
nan
nan
nan
nan",2,backadj,chain,nonsense6,nonsense,[backdoor adjustment set for Y given X],smoke
3981,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Pre-conditions has a direct effect on vaccination and disease. Vaccination has a direct effect on disease. The overall probability of getting the vaccine is 54%. The probability of vaccine refusal and recovering from the disease is 24%. The probability of getting the vaccine and recovering from the disease is 20%. Is the chance of recovering from the disease larger when observing getting the vaccine?",no,"Let V1 = pre-conditions; X = vaccination; Y = disease.
V1->X,V1->Y,X->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.54
P(Y=1, X=0=1) = 0.24
P(Y=1, X=1=1) = 0.20
0.20/0.54 - 0.24/0.46 = -0.16
-0.16 < 0",1,correlation,confounding,simpson_vaccine,easy,P(Y | X),smoke
6637,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Unobserved confounders has a direct effect on education level and salary. Proximity to a college has a direct effect on education level. Education level has a direct effect on salary. Unobserved confounders is unobserved. The overall probability of college degree or higher is 52%. The probability of high school degree or lower and high salary is 33%. The probability of college degree or higher and high salary is 20%. Is the chance of high salary larger when observing college degree or higher?",no,"Let V2 = proximity to a college; V1 = unobserved confounders; X = education level; Y = salary.
V1->X,V2->X,V1->Y,X->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.52
P(Y=1, X=0=1) = 0.33
P(Y=1, X=1=1) = 0.20
0.20/0.52 - 0.33/0.48 = -0.29
-0.29 < 0",1,correlation,IV,college_wage,hard,P(Y | X),smoke
22222,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gwet has a direct effect on yomx and xevu. Yomx has a direct effect on xevu. The overall probability of yomx is 18%. The probability of not yomx and xevu is 57%. The probability of yomx and xevu is 3%. Is the chance of xevu larger when observing yomx?",no,"Let V1 = gwet; X = yomx; Y = xevu.
V1->X,V1->Y,X->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.18
P(Y=1, X=0=1) = 0.57
P(Y=1, X=1=1) = 0.03
0.03/0.18 - 0.57/0.82 = -0.53
-0.53 < 0",1,correlation,confounding,nonsense3,nonsense,P(Y | X),smoke
22778,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gyzp has a direct effect on jyka and lirg. Jyka has a direct effect on hwax. Hwax has a direct effect on lirg. Gyzp is unobserved. The overall probability of jyka is 24%. The probability of not jyka and lirg is 10%. The probability of jyka and lirg is 3%. Is the chance of lirg larger when observing jyka?",yes,"Let V1 = gyzp; X = jyka; V3 = hwax; Y = lirg.
V1->X,X->V3,V1->Y,V3->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.24
P(Y=1, X=0=1) = 0.10
P(Y=1, X=1=1) = 0.03
0.03/0.24 - 0.10/0.76 = 0.01
0.01 > 0",1,correlation,frontdoor,nonsense4,nonsense,P(Y | X),smoke
27166,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gyzp has a direct effect on jyka and lirg. Hwax has a direct effect on jyka. Jyka has a direct effect on lirg. Gyzp is unobserved. The overall probability of jyka is 53%. The probability of not jyka and lirg is 19%. The probability of jyka and lirg is 13%. Is the chance of lirg smaller when observing jyka?",yes,"Let V2 = hwax; V1 = gyzp; X = jyka; Y = lirg.
V1->X,V2->X,V1->Y,X->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.53
P(Y=1, X=0=1) = 0.19
P(Y=1, X=1=1) = 0.13
0.13/0.53 - 0.19/0.47 = -0.17
-0.17 < 0",1,correlation,IV,nonsense4,nonsense,P(Y | X),smoke
27298,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Hwax has a direct effect on gyzp and jyka. Jyka has a direct effect on lirg. Gyzp has a direct effect on lirg. The overall probability of jyka is 18%. The probability of not jyka and lirg is 59%. The probability of jyka and lirg is 6%. Is the chance of lirg smaller when observing jyka?",yes,"Let V1 = hwax; V3 = gyzp; X = jyka; Y = lirg.
V1->V3,V1->X,X->Y,V3->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.18
P(Y=1, X=0=1) = 0.59
P(Y=1, X=1=1) = 0.06
0.06/0.18 - 0.59/0.82 = -0.37
-0.37 < 0",1,correlation,diamondcut,nonsense4,nonsense,P(Y | X),smoke
20098,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Having a sister has a direct effect on blood pressure and heart condition. Blood pressure has a direct effect on heart condition. We know that having a sister causes high blood pressure. having a sister or high blood pressure causes healthy heart. Would the person has a healthy heart if not having a sister instead of having a sister?",no,"Let X = having a sister; V2 = blood pressure; Y = heart condition.
X->V2,X->Y,V2->Y
Y_{X=0} = 1 | 
Solve for Y, given the evidence and the action
V2 = X
Y = X or V2
Y = 0 = 0 or 0
0",3,det-counterfactual,mediation,blood_pressure,anticommonsense,Y_{X=0} = 1 | ,smoke
20438,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Demand has a direct effect on supply and rainfall. Yield per acre has a direct effect on supply. Supply has a direct effect on rainfall. Demand is unobserved. We know that increased demand or increased yield per acre causes increased supply. increased demand and increased supply causes high rainfall. We observed the farm has an increased yield per acre and the demand is high. Would there is high rainfall if reduced supply instead of increased supply?",no,"Let V2 = yield per acre; V1 = demand; X = supply; Y = rainfall.
V1->X,V2->X,V1->Y,X->Y
Y_{X=0} = 1 | V2=1, V1=1
Solve for Y, given the evidence and the action
V2 = 1
V1 = 1
X = V1 or V2
Y = V1 and X
Y = 0 = 1 and 0
0",3,det-counterfactual,IV,price,anticommonsense,"Y_{X=0} = 1 | V2=1, V1=1",smoke
30628,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zuph has a direct effect on wibl and uvzi. Wibl has a direct effect on uvzi. We know that zuph causes not wibl. zuph and wibl causes uvzi. Would an individual is uvzi if not zuph instead of zuph?",no,"Let X = zuph; V2 = wibl; Y = uvzi.
X->V2,X->Y,V2->Y
Y_{X=0} = 1 | 
Solve for Y, given the evidence and the action
V2 = not X
Y = X and V2
Y = 0 = 0 and 1
0",3,det-counterfactual,mediation,nonsense7,nonsense,Y_{X=0} = 1 | ,smoke
29721,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Rixq has a direct effect on xevu. Zuph has a direct effect on xevu. We know that rixq and zuph causes xevu. We observed an individual is not zuph. Would an individual is not xevu if not rixq instead of rixq?",yes,"Let V2 = zuph; X = rixq; Y = xevu.
X->Y,V2->Y
Y_{X=0} = 0 | V2=0
Solve for Y, given the evidence and the action
V2 = 0
Y = X and V2
Y = 0 = 0 and 0
1",3,det-counterfactual,fork,nonsense0,nonsense,Y_{X=0} = 0 | V2=0,smoke
30769,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Pexu has a direct effect on hwax and rukz. Hwax has a direct effect on rukz. We know that pexu causes hwax. pexu or hwax causes rukz. Would an individual is not rukz if not pexu instead of pexu?",yes,"Let X = pexu; V2 = hwax; Y = rukz.
X->V2,X->Y,V2->Y
Y_{X=0} = 0 | 
Solve for Y, given the evidence and the action
V2 = X
Y = X or V2
Y = 0 = 0 or 0
1",3,det-counterfactual,mediation,nonsense8,nonsense,Y_{X=0} = 0 | ,smoke
30977,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zuph has a direct effect on zory and jyka. Jyka has a direct effect on glimx. Zory has a direct effect on glimx. We know that zuph causes jyka and zory. jyka and zory causes glimx. Would an individual is not glimx if not zuph instead of zuph?",yes,"Let X = zuph; V3 = zory; V2 = jyka; Y = glimx.
X->V3,X->V2,V2->Y,V3->Y
Y_{X=0} = 0 | 
Solve for Y, given the evidence and the action
V2 = X
V3 = V2
Y = V2 and V3
Y = [0] = 0 and 0
1",3,det-counterfactual,diamond,nonsense9,nonsense,Y_{X=0} = 0 | ,smoke
10705,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: CEO has a direct effect on director and having visited England. Having visited England has a direct effect on employee. Director has a direct effect on employee. For people who have not visited England and directors who don't sign termination letters, the probability of employee being fired is 21%. For people who have not visited England and directors who sign termination letters, the probability of employee being fired is 64%. For people who have visited England and directors who don't sign termination letters, the probability of employee being fired is 63%. For people who have visited England and directors who sign termination letters, the probability of employee being fired is 99%. For people who have not visited England, the probability of director signing the termination letter is 60%. For people who have visited England, the probability of director signing the termination letter is 64%. For people who have visited England, would it be more likely to see employee being fired if the person had not visited England?",no,"Let V1 = CEO; V3 = director; X = having visited England; Y = employee.
V1->V3,V1->X,X->Y,V3->Y
E[Y_{X = 1} - Y_{X = 0} | X = 1]
\sum_{V3=v} P(V3=v|X=1)*[P(Y=1|X=1,V3=v) - P(Y=1|X=0,V3=v)]
P(Y=1 | X=0, V3=0) = 0.21
P(Y=1 | X=0, V3=1) = 0.64
P(Y=1 | X=1, V3=0) = 0.63
P(Y=1 | X=1, V3=1) = 0.99
P(V3=1 | X=0) = 0.60
P(V3=1 | X=1) = 0.64
0.64 * (0.99 - 0.63) + 0.60 * (0.64 - 0.21) = 0.38
0.38 > 0",3,ett,diamondcut,firing_employee,anticommonsense,E[Y_{X = 1} - Y_{X = 0} | X = 1],smoke
14612,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on smoking and peanut allergy. Smoking has a direct effect on tar deposit. Tar deposit has a direct effect on peanut allergy. Gender is unobserved. For nonsmokers and with no tar deposit, the probability of being allergic to peanuts is 35%. For nonsmokers and with high tar deposit, the probability of being allergic to peanuts is 63%. For smokers and with no tar deposit, the probability of being allergic to peanuts is 25%. For smokers and with high tar deposit, the probability of being allergic to peanuts is 49%. For nonsmokers, the probability of high tar deposit is 22%. For smokers, the probability of high tar deposit is 73%. For smokers, would it be more likely to see being allergic to peanuts if the person had been a nonsmoker?",no,"Let V1 = gender; X = smoking; V3 = tar deposit; Y = peanut allergy.
V1->X,X->V3,V1->Y,V3->Y
E[Y_{X = 1} - Y_{X = 0} | X = 1]
\sum_{V3=v}P(Y=1|X=1,V3=v)*[P(V3=v|X=1)-P(V3=v|X=0)]
P(Y=1 | X=0, V3=0) = 0.35
P(Y=1 | X=0, V3=1) = 0.63
P(Y=1 | X=1, V3=0) = 0.25
P(Y=1 | X=1, V3=1) = 0.49
P(V3=1 | X=0) = 0.22
P(V3=1 | X=1) = 0.73
0.49 * (0.73 - 0.22) + 0.63 * (0.27 - 0.78) = 0.13
0.13 > 0",3,ett,frontdoor,smoking_frontdoor,anticommonsense,E[Y_{X = 1} - Y_{X = 0} | X = 1],smoke
18062,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Parents' intelligence has a direct effect on parents' social status and lactose intolerance. Other unobserved factors has a direct effect on parents' social status and lactose intolerance. Parents' social status has a direct effect on lactose intolerance. Other unobserved factors is unobserved. For children with unintelligent parents, the probability of being lactose intolerant is 88%. For children with intelligent parents, the probability of being lactose intolerant is 48%. For children with intelligent parents, would it be less likely to see being lactose intolerant if the child had unintelligent parents?",no,"Let V2 = other unobserved factors; X = parents' intelligence; V3 = parents' social status; Y = lactose intolerance.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
E[Y_{X = 1} - Y_{X = 0} | X = 1]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.88
P(Y=1 | X=1) = 0.48
0.48 - 0.88 = -0.40
-0.40 < 0",3,ett,arrowhead,nature_vs_nurture,anticommonsense,E[Y_{X = 1} - Y_{X = 0} | X = 1],smoke
957,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Tanning salon treatment has a direct effect on skin. Going to the beach has a direct effect on skin. For people not using tanning salon treatments, the probability of tanned skin is 21%. For people who went to tanning salons, the probability of tanned skin is 72%. For people who went to tanning salons, would it be less likely to see tanned skin if the person had not had a tanning salon treatment?",yes,"Let V2 = going to the beach; X = tanning salon treatment; Y = skin.
X->Y,V2->Y
E[Y_{X = 1} - Y_{X = 0} | X = 1]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.21
P(Y=1 | X=1) = 0.72
0.72 - 0.21 = 0.51
0.51 > 0",3,ett,fork,getting_tanned,easy,E[Y_{X = 1} - Y_{X = 0} | X = 1],smoke
18891,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Age has a direct effect on hospital costs and lip thickness. Hospital costs has a direct effect on lip thickness. For patients who are young and pay a low hospital bill, the probability of thick lips is 96%. For patients who are young and pay a high hospital bill, the probability of thick lips is 74%. For patients who are old and pay a low hospital bill, the probability of thick lips is 23%. For patients who are old and pay a high hospital bill, the probability of thick lips is 2%. The overall probability of old age is 46%. For people who pay a high hospital bill, would it be more likely to see thick lips if the patient had paid a low hospital bill?",yes,"Let V1 = age; X = hospital costs; Y = lip thickness.
V1->X,V1->Y,X->Y
E[Y_{X = 1} - Y_{X = 0} | X = 1]
\sum_{V1=v} P(V1=v|X=1)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]
P(Y=1 | V1=0, X=0) = 0.96
P(Y=1 | V1=0, X=1) = 0.74
P(Y=1 | V1=1, X=0) = 0.23
P(Y=1 | V1=1, X=1) = 0.02
P(V1=1) = 0.46
0.54 * (0.74 - 0.96) + 0.46 * (0.02 - 0.23) = -0.21
-0.21 < 0",3,ett,confounding,simpson_hospital,anticommonsense,E[Y_{X = 1} - Y_{X = 0} | X = 1],smoke
19400,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on smoking and freckles. Smoking has a direct effect on tar deposit. Tar deposit has a direct effect on freckles. Gender is unobserved. For nonsmokers and with no tar deposit, the probability of freckles is 62%. For nonsmokers and with high tar deposit, the probability of freckles is 28%. For smokers and with no tar deposit, the probability of freckles is 61%. For smokers and with high tar deposit, the probability of freckles is 27%. For nonsmokers, the probability of high tar deposit is 97%. For smokers, the probability of high tar deposit is 45%. For smokers, would it be less likely to see freckles if the person had been a nonsmoker?",yes,"Let V1 = gender; X = smoking; V3 = tar deposit; Y = freckles.
V1->X,X->V3,V1->Y,V3->Y
E[Y_{X = 1} - Y_{X = 0} | X = 1]
\sum_{V3=v}P(Y=1|X=1,V3=v)*[P(V3=v|X=1)-P(V3=v|X=0)]
P(Y=1 | X=0, V3=0) = 0.62
P(Y=1 | X=0, V3=1) = 0.28
P(Y=1 | X=1, V3=0) = 0.61
P(Y=1 | X=1, V3=1) = 0.27
P(V3=1 | X=0) = 0.97
P(V3=1 | X=1) = 0.45
0.27 * (0.45 - 0.97) + 0.28 * (0.55 - 0.03) = 0.18
0.18 > 0",3,ett,frontdoor,smoking_frontdoor,anticommonsense,E[Y_{X = 1} - Y_{X = 0} | X = 1],smoke
1247,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Vaccination status has a direct effect on vaccination reaction and getting smallpox. Getting smallpox has a direct effect on smallpox survival. Vaccination reaction has a direct effect on smallpox survival. The overall probability of vaccination is 77%. For unvaccinated individuals, the probability of smallpox survival is 50%. For vaccinated individuals, the probability of smallpox survival is 59%. Is smallpox survival less likely than smallpox death overall?",no,"Let X = vaccination status; V3 = vaccination reaction; V2 = getting smallpox; Y = smallpox survival.
X->V3,X->V2,V2->Y,V3->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.77
P(Y=1 | X=0) = 0.50
P(Y=1 | X=1) = 0.59
0.77*0.59 - 0.23*0.50 = 0.57
0.57 > 0",1,marginal,diamond,vaccine_kills,easy,P(Y),smoke
2489,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on occupation and salary. Skill has a direct effect on occupation and salary. Occupation has a direct effect on salary. Skill is unobserved. The overall probability of male gender is 49%. For individuals who are not male, the probability of high salary is 39%. For individuals who are male, the probability of high salary is 55%. Is high salary more likely than low salary overall?",no,"Let V2 = skill; X = gender; V3 = occupation; Y = salary.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.49
P(Y=1 | X=0) = 0.39
P(Y=1 | X=1) = 0.55
0.49*0.55 - 0.51*0.39 = 0.48
0.48 > 0",1,marginal,arrowhead,gender_pay,easy,P(Y),smoke
19757,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Unobserved confounders has a direct effect on having a brother and infant's birth weight. Cigarette tax has a direct effect on having a brother. Having a brother has a direct effect on infant's birth weight. Unobserved confounders is unobserved. The overall probability of having a brother is 31%. For infants who do not have a brother, the probability of normal infant birth weight is 5%. For infants who have a brother, the probability of normal infant birth weight is 38%. Is normal infant birth weight more likely than low infant birth weight overall?",no,"Let V2 = cigarette tax; V1 = unobserved confounders; X = having a brother; Y = infant's birth weight.
V1->X,V2->X,V1->Y,X->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.31
P(Y=1 | X=0) = 0.05
P(Y=1 | X=1) = 0.38
0.31*0.38 - 0.69*0.05 = 0.15
0.15 > 0",1,marginal,IV,tax_smoke_birthWeight,anticommonsense,P(Y),smoke
14030,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on having a brother and recovery. Having a brother has a direct effect on recovery. The overall probability of having a brother is 41%. For patients who do not have a brother, the probability of recovery is 71%. For patients who have a brother, the probability of recovery is 24%. Is recovery more likely than non-recovery overall?",yes,"Let V1 = gender; X = having a brother; Y = recovery.
V1->X,V1->Y,X->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.41
P(Y=1 | X=0) = 0.71
P(Y=1 | X=1) = 0.24
0.41*0.24 - 0.59*0.71 = 0.51
0.51 > 0",1,marginal,confounding,simpson_drug,anticommonsense,P(Y),smoke
