run_id,model,model_display_name,sample_id,donor_sample_id,story_id,graph_id,rung,query_type,question_property,formal_form,gold_label,prompt_mode,prompt_condition,dataset_variant,diagnostic_source,subset,trace_source,raw_output,input_tokens,output_tokens,parsed_label,yes_logprob,no_logprob,yes_no_margin,latency_sec,is_invalid,is_correct
final_20260513_090357,qwen3_8b,Qwen3-8B,1613,,cholesterol,IV,2,ate,easy,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-1.5,-0.251953125,-1.248046875,0.019395480980165303,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,16780,,cholesterol,IV,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.474609375,-0.97265625,0.498046875,0.019395480980165303,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,16970,,college_salary,chain,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-30.875,0.0,-30.875,0.01984048623126,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,17009,,college_wage,IV,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.00020313262939453125,-8.5,8.499796867370605,0.01984048623126,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,17034,,college_wage,IV,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.00012302398681640625,-9.0,8.999876976013184,0.01984048623126,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,12462,,encouagement_program,mediation,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-21.5,0.0,-21.5,0.01984048623126,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,5128,,firing_employee,diamondcut,2,ate,hard,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-3.765625,-0.023193359375,-3.742431640625,0.024141957750543952,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,15513,,firing_employee,diamondcut,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-4.03125,-0.0181884765625,-4.0130615234375,0.024141957750543952,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,15578,,firing_employee,diamondcut,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-5.25,-0.005218505859375,-5.244781494140625,0.024141957750543952,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,453,,firing_squad,diamond,2,ate,easy,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.10009765625,-2.34375,2.24365234375,0.024141957750543952,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,5278,,firing_squad,diamond,2,ate,hard,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.06201171875,-2.8125,2.75048828125,0.01623247124371119,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,599,,floor_wet,diamond,2,ate,easy,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-14.0,-8.344650268554688e-07,-13.999999165534973,0.01623247124371119,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,668,,floor_wet,diamond,2,ate,easy,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-15.75,-1.1920928955078125e-07,-15.74999988079071,0.01623247124371119,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,5379,,floor_wet,diamond,2,ate,hard,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-10.75,-2.1457672119140625e-05,-10.74997854232788,0.01623247124371119,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,10937,,floor_wet,diamond,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-23.25,0.0,-23.25,0.014687049988424405,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,15751,,floor_wet,diamond,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-9.75,-5.817413330078125e-05,-9.7499418258667,0.014687049988424405,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,5494,,forest_fire,fork,2,ate,hard,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-1.5,-0.251953125,-1.248046875,0.014687049988424405,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,11114,,forest_fire,fork,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-15.0,-3.5762786865234375e-07,-14.999999642372131,0.014687049988424405,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,6966,,gender_admission,mediation,2,ate,hard,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-3.046875,-0.048583984375,-2.998291015625,0.014694476005388424,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,12592,,gender_admission,mediation,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-17.75,0.0,-17.75,0.014694476005388424,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,17331,,gender_admission,mediation,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.00150299072265625,-6.5,6.498497009277344,0.014694476005388424,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,17339,,gender_admission,mediation,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-7.486343383789062e-05,-9.5,9.499925136566162,0.014694476005388424,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,17642,,gender_admission_state,arrowhead,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-9.5,-7.486343383789062e-05,-9.499925136566162,0.016460672748507932,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,7387,,gender_pay,arrowhead,2,ate,hard,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-5.0,-0.0067138671875,-4.9932861328125,0.016460672748507932,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,12919,,gender_pay,arrowhead,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-30.625,0.0,-30.625,0.016460672748507932,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,17703,,gender_pay,arrowhead,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-16.0,-1.1920928955078125e-07,-15.99999988079071,0.016460672748507932,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,11277,,getting_late,fork,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-28.75,0.0,-28.75,0.016800572746433318,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,924,,getting_tanned,fork,2,ate,easy,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-30.0,0.0,-30.0,0.016800572746433318,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,5733,,getting_tanned,fork,2,ate,hard,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.126953125,-2.125,1.998046875,0.016800572746433318,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,2856,,nature_vs_nurture,arrowhead,2,ate,easy,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-16.25,-1.1920928955078125e-07,-16.24999988079071,0.016800572746433318,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,13220,,nature_vs_nurture,arrowhead,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-26.75,0.0,-26.75,0.02829149825265631,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,20995,,nonsense0,frontdoor,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.474609375,-0.97265625,0.498046875,0.02829149825265631,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,21005,,nonsense0,frontdoor,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.251953125,-1.5,1.248046875,0.02829149825265631,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,21069,,nonsense0,arrowhead,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-4.5,-0.01104736328125,-4.48895263671875,0.02829149825265631,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,21111,,nonsense0,diamond,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-2.8125,-0.06201171875,-2.75048828125,0.02460239324136637,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,21152,,nonsense0,diamondcut,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.06201171875,-2.8125,2.75048828125,0.02460239324136637,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,25170,,nonsense0,chain,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-6.0,-0.002471923828125,-5.997528076171875,0.02460239324136637,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,25334,,nonsense0,mediation,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-8.0,-0.000335693359375,-7.999664306640625,0.02460239324136637,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,25362,,nonsense0,frontdoor,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.38671875,-1.140625,0.75390625,0.028241583495400846,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,25391,,nonsense0,IV,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.57421875,-0.82421875,0.25,0.028241583495400846,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,25556,,nonsense0,diamondcut,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.251953125,-1.5,1.248046875,0.028241583495400846,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,21486,,nonsense1,IV,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-6.198883056640625e-06,-12.0,11.999993801116943,0.028241583495400846,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,21578,,nonsense1,diamond,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.201171875,-1.703125,1.501953125,0.023455327755073085,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,25871,,nonsense1,arrowhead,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.201171875,-1.703125,1.501953125,0.023455327755073085,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,25911,,nonsense1,diamond,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.00150299072265625,-6.5,6.498497009277344,0.023455327755073085,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,26126,,nonsense2,confounding,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.005218505859375,-5.25,5.244781494140625,0.023455327755073085,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,26269,,nonsense2,IV,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.00020313262939453125,-8.5,8.499796867370605,0.023522859497461468,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,26444,,nonsense2,fork,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-7.0,-0.000911712646484375,-6.999088287353516,0.023522859497461468,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,22201,,nonsense3,confounding,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-9.584426879882812e-05,-9.25,9.249904155731201,0.023522859497461468,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,26562,,nonsense3,confounding,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.16015625,-1.9140625,1.75390625,0.023522859497461468,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,26581,,nonsense3,confounding,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-1.0728836059570312e-06,-13.75,13.749998927116394,0.024103152012685314,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,26865,,nonsense3,diamondcut,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-3.528594970703125e-05,-10.25,10.249964714050293,0.024103152012685314,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,26886,,nonsense3,fork,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-7.5,-0.000553131103515625,-7.499446868896484,0.024103152012685314,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,26954,,nonsense4,chain,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-15.75,-1.1920928955078125e-07,-15.74999988079071,0.024103152012685314,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,27296,,nonsense4,diamondcut,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-3.046875,-0.048583984375,-2.998291015625,0.027972009003860876,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,27485,,nonsense5,mediation,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-11.0,-1.6689300537109375e-05,-10.999983310699463,0.027972009003860876,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,27528,,nonsense5,frontdoor,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-2.34375,-0.10009765625,-2.24365234375,0.027972009003860876,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,27531,,nonsense5,frontdoor,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.69140625,-0.69140625,0.0,0.027972009003860876,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,27737,,nonsense5,diamondcut,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-1.9140625,-0.16015625,-1.75390625,0.02679329548845999,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,23659,,nonsense6,frontdoor,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-9.584426879882812e-05,-9.25,9.249904155731201,0.02679329548845999,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,23816,,nonsense6,diamondcut,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-1.3125,-0.3125,-1.0,0.02679329548845999,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,27947,,nonsense6,mediation,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-9.75,-5.817413330078125e-05,-9.7499418258667,0.02679329548845999,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,27991,,nonsense6,frontdoor,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.201171875,-1.703125,1.501953125,0.02738253600546159,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,28104,,nonsense6,diamond,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-4.5,-0.01104736328125,-4.48895263671875,0.02738253600546159,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,24201,,nonsense7,diamond,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-2.34375,-0.10009765625,-2.24365234375,0.02738253600546159,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,24214,,nonsense7,diamond,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-2.578125,-0.0791015625,-2.4990234375,0.02738253600546159,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,24250,,nonsense7,diamondcut,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.000335693359375,-8.0,7.999664306640625,0.024277961754705757,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,28320,,nonsense7,confounding,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.201171875,-1.703125,1.501953125,0.024277961754705757,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,28490,,nonsense7,IV,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-4.5299530029296875e-05,-10.0,9.99995470046997,0.024277961754705757,False,0
final_20260513_090357,qwen3_8b,Qwen3-8B,28665,,nonsense7,fork,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-5.5,-0.00408935546875,-5.49591064453125,0.024277961754705757,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,24346,,nonsense8,chain,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-1.3125,-0.3125,-1.0,0.026531275507295504,False,1
final_20260513_090357,qwen3_8b,Qwen3-8B,24523,,nonsense8,frontdoor,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-1.5,-0.251953125,-1.248046875,0.026531275507295504,False,1
